# Light curves of Betelgeuse in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite (converted to AB magnitudes). 
# Last updated on 2022-06-13T04:23:46
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, volume, page (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Observation date in UTC (accuracy of 10 min). 
#   The others: AB magnitude of each band (only for Bands 2 and 3). 
# 
#Date (UTC)     ,Band 02,Band 03
2019-04-12 18:50, 1.0114,-0.3621
2019-04-12 19:30, 0.9114,-0.3493
2019-04-17 18:30, 0.8908,-0.4809
2019-04-17 19:10, 1.0159,-0.2550
2019-04-20 18:20, 0.9093,-0.2502
2019-04-22 18:50, 0.6182,-0.1764
2019-04-25 18:00, 0.8391,-0.3536
2019-04-27 18:30, 0.9239,-0.3426
2019-04-30 17:40, 0.9281,-0.2895
2019-04-30 18:20, 1.1446,-0.1527
2019-05-05 17:20, 1.2272,-0.1979
2019-05-05 18:00, 1.0125,-0.1428
2019-05-10 17:00, 1.0182,-0.1861
2019-05-10 17:40, 0.8411,-0.1173
2019-05-15 16:40, 1.1190,-0.1694
2019-05-15 17:20, 0.8237,-0.2113
2019-05-20 16:20,-------,-------
2019-05-20 17:00, 0.9011,-0.2781
2019-05-23 16:10, 1.1704,-0.1048
2019-05-25 16:00,-------,-------
2019-05-25 16:40, 1.0531,-0.0621
2019-05-28 15:50, 1.0437,-0.0604
2019-05-30 15:30,-------,-------
2019-05-30 16:20,-------,-------
2019-06-02 15:20,-------,-------
2019-06-02 15:30, 0.8888, 0.0184
2019-06-02 16:10, 1.0251,-0.1640
2019-06-04 15:20, 0.8990,-0.2624
2019-06-07 15:10, 1.0297, 0.0196
2019-06-07 15:50, 1.2134,-0.1595
2019-06-12 14:50, 0.9888,-0.1206
2019-06-12 15:30, 1.1487,-0.1793
2019-06-17 14:30,-------,-------
2019-06-17 15:10, 0.9778,-0.2506
2019-06-18 15:10, 1.1556,-0.0193
2019-06-19 14:20, 1.1139,-0.1509
2019-06-20 14:20, 0.9247,-0.1242
2019-06-20 15:00, 1.0344,-0.1164
2019-06-22 14:10,-------,-------
2019-06-22 14:50, 1.1341,-0.1291
2019-06-25 14:00, 1.0367,-0.0567
2019-06-27 14:30,-------,-------
2019-06-30 13:40, 0.7972,-0.0503
2019-06-30 14:20, 1.0205,-0.1021
2019-07-02 13:30, 1.0321,-0.2303
2019-07-03 14:10, 1.1588,-0.2389
2019-07-05 13:20, 0.9218,-0.1541
2019-07-05 14:00, 0.8314,-0.1432
2019-07-10 13:00, 0.9888,-0.1261
2019-07-10 13:40, 0.7569,-0.1241
2019-07-15 12:40,-------,-------
2019-07-15 13:20, 1.0182,-0.2070
2019-07-18 12:30, 0.9865,-0.1279
2019-07-20 12:10,-------,-------
2019-07-20 13:00, 0.9581,-0.1417
2019-07-23 12:10, 1.2025,-0.0420
2019-07-25 12:40, 1.1547,-0.2832
2019-07-28 11:50, 1.0650,-0.1492
2019-07-28 12:30, 0.9093,-0.1433
2019-08-02 11:30, 1.0274,-0.2059
2019-08-02 12:10, 1.1884,-0.2279
2019-08-07 11:10, 0.9430,-0.1791
2019-08-07 11:50, 0.9800,-0.1619
2019-08-12 10:50, 0.9911,-0.1412
2019-08-12 11:30, 0.9956,-0.1206
2019-08-15 10:40,-------,-0.2517
2019-08-17 11:10, 1.0297,-0.1434
2019-08-20 10:20, 1.1040,-0.1539
2019-08-22 10:50, 0.9281,-0.1077
2019-08-25 10:00, 1.0868,-0.1433
2019-08-25 10:40, 1.0000,-0.0868
2019-08-27 10:30,-------,-------
2019-08-30 09:40, 1.1316,-0.2483
2019-08-30 10:20, 1.0941,-0.1160
2019-09-03 10:10,-------,-------
2019-09-04 09:20, 0.9430,-0.0992
2019-09-04 10:00, 1.1573,-0.1672
2019-09-09 09:00, 0.9537,-0.2112
2019-09-09 09:40, 1.2080,-0.2733
2019-09-12 08:50, 1.1659,-0.0806
2019-09-14 09:20, 1.0508,-0.1604
2019-09-17 08:30, 1.1470,-0.1355
2019-09-19 09:00, 1.0023,-0.1955
2019-09-22 08:10, 0.9093,-0.1303
2019-09-24 08:40, 1.3983,-0.0601
2019-09-27 07:50, 0.7252,-0.1121
2019-09-27 08:30, 0.9668,-0.1026
2019-09-29 08:20,-------,-------
2019-10-02 07:30, 1.3854,-0.1415
2019-10-02 08:10, 1.0722,-0.1452
2019-10-07 07:10, 1.3918,-0.0752
2019-10-07 07:50, 1.2554,-0.0949
2019-10-10 07:00, 1.0367, 0.0476
2019-10-11 07:30,-------,-------
2019-10-12 06:50, 1.1367,-------
2019-10-12 07:30, 1.1291,-0.2122
2019-10-15 06:40, 0.8807, 0.0035
2019-10-17 07:10, 1.0367, 0.0048
2019-10-20 06:20, 1.0717,-0.0122
2019-10-22 06:50, 1.1521,-0.1583
2019-10-25 06:00, 1.1521,-0.2357
2019-10-25 06:40, 1.1114, 0.0031
2019-10-27 06:30,-------,-------
2019-10-30 05:40, 1.0484,-0.1298
2019-10-30 06:20, 1.2389, 0.0104
2019-11-04 05:20, 1.3822, 0.2165
2019-11-04 06:00, 1.2960,-0.0129
2019-11-07 05:10,-------,-------
2019-11-09 05:00, 1.3951,-0.0210
2019-11-09 05:40, 1.5592, 0.0047
2019-11-12 04:50, 1.0818, 0.1754
2019-11-14 05:20, 1.3918, 0.1018
2019-11-17 04:30, 1.4414, 0.1102
2019-11-19 05:00, 1.6173, 0.1377
2019-11-22 04:10, 1.3663, 0.1606
2019-11-22 04:50, 1.7846, 0.2468
2019-11-27 03:50, 1.6015, 0.2510
2019-11-27 04:30, 1.4688, 0.2796
2019-12-02 03:30, 1.5668, 0.2151
2019-12-02 04:10, 1.8516, 0.1908
2019-12-07 03:10, 1.9230, 0.4928
2019-12-07 03:50, 1.4448, 0.2924
2019-12-10 03:00,-------,-------
2019-12-12 03:30, 1.5820, 0.5476
2019-12-17 03:10, 1.6373, 0.4119
2019-12-20 02:20, 1.7085, 0.4605
2019-12-20 03:00, 1.7156, 0.4542
2019-12-25 02:00, 2.1839, 0.6862
2019-12-30 01:40, 1.9660, 0.9228
2019-12-30 02:20, 1.7020, 0.3893
2020-01-04 01:20, 1.9336, 0.6973
2020-01-04 02:00, 1.8566, 0.7186
2020-01-07 01:10,-------,-------
2020-01-09 01:40, 2.2531, 0.6022
2020-01-12 00:50, 1.8033, 0.6997
2020-01-14 01:20, 1.9826, 0.5583
2020-01-17 00:30, 2.2179, 0.6661
2020-01-17 01:10, 2.4814, 0.6905
2020-01-19 01:00,-------,-------
2020-01-22 00:10, 1.9938, 0.9645
2020-01-22 00:50, 1.8418, 0.5332
2020-01-26 23:50, 2.0165, 0.8293
2020-01-27 00:30, 1.9177, 0.6963
2020-01-31 23:30, 1.7392, 0.7316
2020-02-01 00:10, 2.3269, 0.6498
2020-02-03 23:20,-------,-------
2020-02-05 23:50, 1.8918, 0.9570
2020-02-08 23:00, 2.3423, 0.8474
2020-02-10 23:30, 1.7437, 0.9325
2020-02-13 22:40, 2.0575, 0.7896
2020-02-13 23:20,-------,-------
2020-02-15 23:10,-------,-------
2020-02-18 22:20, 2.1188, 0.7534
2020-02-18 23:00, 1.6496, 0.7196
2020-02-23 22:00, 2.1444, 0.7106
2020-02-23 22:40, 2.2894, 0.8543
2020-02-28 21:40, 1.9389, 0.7544
2020-02-28 22:20, 1.7128, 0.7251
2020-03-02 21:30,-------,-------
2020-03-04 21:20, 2.3346, 0.6501
2020-03-04 22:00, 1.6455, 0.8732
2020-03-07 21:10, 1.7481, 0.7527
2020-03-09 21:40, 1.6661, 0.6650
2020-03-12 20:50, 1.8867, 0.3525
2020-03-14 21:20, 1.7617, 0.4938
2020-03-17 20:30, 1.7571, 0.2619
2020-03-17 21:10, 1.6956, 0.4286
2020-03-19 21:00,-------,-------
2020-03-22 20:10, 1.2402, 0.3092
2020-03-22 20:50, 1.2960, 0.1968
2020-03-27 19:50, 1.4934, 0.1744
2020-03-27 20:30, 1.2272, 0.2728
2020-03-30 19:40,-------,-------
2020-04-01 19:30, 1.1139, 0.1206
2020-04-01 20:10, 1.1652, 0.2108
2020-04-04 19:20, 1.3854,-0.1147
2020-04-06 19:50, 1.2468,-0.0443
2020-04-09 19:00, 1.2903,-0.1912
2020-04-11 19:30, 1.2611,-0.0874
2020-04-14 18:40, 1.2440,-0.3015
2020-04-14 19:20, 0.9205,-0.2612
2020-04-16 19:10,-------,-------
2020-04-19 18:20, 1.2842,-0.2255
2020-04-19 19:00, 1.1240,-0.3978
2020-04-24 18:00, 0.8707,-0.4310
2020-04-24 18:40, 0.9494,-0.1507
2020-04-29 17:40, 1.2080,-0.2902
2020-04-29 18:20, 1.1810,-0.3448
2020-05-02 17:30,-------,-------
2020-05-04 17:20,-------,-------
2020-05-04 18:00, 0.7916,-0.3351
2020-05-07 17:10, 1.0136,-0.3886
2020-05-09 17:00, 1.1851,-0.4737
2020-05-09 17:40, 0.8634,-0.3247
2020-05-12 16:50, 0.8275,-0.3145
2020-05-14 16:40, 1.1393,-0.3663
2020-05-14 17:20,-------,-------
2020-05-17 16:30, 1.0968,-0.3690
2020-05-17 17:10, 0.8180,-0.4338
2020-05-19 16:20, 1.1393,-0.3871
2020-05-22 16:10, 0.9602,-0.2388
2020-05-22 16:50, 1.0819,-0.2690
2020-05-24 16:00, 1.1444,-0.2859
2020-05-25 16:40, 0.9177,-0.2704
2020-05-27 15:50, 0.9537,-0.1319
2020-05-27 16:30, 1.0650,-0.2520
2020-05-29 15:40, 1.0390,-0.2368
2020-06-01 16:10, 1.0367,-0.2283
2020-06-03 15:20, 1.0508, 0.0662
2020-06-04 15:20, 1.0196,-0.0461
2020-06-04 16:00, 0.7879,-0.2690
2020-06-06 15:10,-------,-------
2020-06-06 15:50, 1.0941,-0.3099
2020-06-07 15:50, 0.8868,-0.1355
2020-06-08 15:00, 1.0771, 0.0374
2020-06-09 15:00, 1.2257,-0.2433
2020-06-09 15:40, 0.8949,-0.1264
2020-06-11 14:50, 0.8767,-0.2915
2020-06-11 15:30,-------,-------
2020-06-14 15:20, 0.8647,-0.0627
2020-06-16 14:30, 1.1265,-0.0937
2020-06-17 15:10, 1.2025,-0.0287
2020-06-18 14:20, 1.3726,-0.2106
2020-06-19 14:20, 1.2554,-0.0721
2020-06-19 15:00, 0.8218,-0.2350
2020-06-21 14:10, 1.0000,-0.0250
2020-06-22 14:50, 1.2813, 0.1022
2020-06-24 14:00, 0.9755,-0.1397
2020-06-26 13:50, 1.2726,-0.1215
2020-06-29 13:40,-------,-------
2020-06-29 14:20, 0.8908,-0.0925
2020-06-30 14:20, 1.2328, 0.0334
2020-07-01 13:30, 1.1731, 0.0922
2020-07-02 13:30,-------,-------
2020-07-02 14:10, 1.1784,-0.1164
2020-07-04 13:20,-------,-------
2020-07-04 14:00, 1.3448, 0.0445
2020-07-05 14:00, 1.2384,-0.0082
2020-07-06 13:10, 1.1040, 0.1448
2020-07-07 13:10, 1.1757, 0.0548
2020-07-07 13:50, 1.3951, 0.0077
2020-07-09 13:00, 1.2384, 0.1236
2020-07-09 13:40, 1.1905, 0.0168
2020-07-12 12:50, 1.2025, 0.1491
2020-07-14 12:40, 1.2497,-0.0485
2020-07-16 12:30, 1.2217, 0.0673
2020-07-17 12:30, 1.2497,-0.0173
2020-07-17 13:10, 1.5976,-0.0082
2020-07-19 12:20, 1.2755, 0.1515
2020-07-22 12:10, 1.3568, 0.0961
2020-07-22 12:50, 1.2901, 0.1504
2020-07-27 11:50, 1.3694, 0.0884
2020-07-27 12:30, 1.2107, 0.0437
2020-07-30 11:40,-------,-------
2020-08-01 12:10, 1.3694, 0.1652
2020-08-04 11:20, 1.4016, 0.1430
2020-08-06 11:50, 1.4723, 0.1988
2020-08-09 11:00, 1.1470, 0.2272
2020-08-09 11:40,-------,-------
2020-08-11 11:30,-------,-------
2020-08-14 10:40, 1.1015, 0.1852
2020-08-14 11:20, 1.4898, 0.3214
2020-08-19 10:20, 1.2107, 0.1053
2020-08-19 11:00, 1.1971, 0.1447
2020-08-24 10:00, 1.2726, 0.1856
2020-08-24 10:40, 1.2272, 0.0998
2020-08-27 09:50,-------,-------
2020-08-29 10:20, 1.2245, 0.1412
2020-09-01 09:30, 1.1864, 0.0527
2020-09-03 10:00, 1.1944, 0.0790
2020-09-06 09:10, 1.1573, 0.1111
2020-09-08 09:40, 1.0205, 0.1259
2020-09-11 08:50, 1.0091, 0.1251
2020-09-11 09:30, 1.3199,-0.0798
2020-09-16 08:30, 1.3506, 0.0813
2020-09-16 09:10, 1.1418, 0.1961
2020-09-21 08:10, 1.4213, 0.0042
2020-09-21 08:50, 1.2384, 0.0971
2020-09-24 08:00, 1.2834, 0.0599
2020-09-26 08:30, 1.4347,-0.1491
2020-09-29 07:40, 1.0531, 0.1308
2020-10-01 08:10, 1.1944,-0.1632
2020-10-04 07:20, 0.9430,-0.0180
2020-10-04 08:00,-------,-------
2020-10-06 07:50, 1.1090, 0.0982
2020-10-09 07:00, 1.1470,-0.0819
2020-10-09 07:40, 1.2960,-0.1346
2020-10-11 07:30,-------,-------
2020-10-14 06:40, 1.1367,-0.1538
2020-10-14 07:20, 1.1757,-0.1760
2020-10-19 06:20, 1.2872, 0.0120
2020-10-22 06:10,-------,-------
2020-10-24 06:00, 1.0555, 0.0471
2020-10-24 06:40, 1.2080,-0.0466
2020-10-27 05:50, 1.0966,-0.0875
2020-10-29 06:20, 1.2930,-0.0594
2020-11-01 05:30, 1.3139,-0.0497
2020-11-03 06:00, 0.9646, 0.1462
2020-11-06 05:10, 1.4199, 0.0056
2020-11-06 05:50, 1.1015, 0.0116
2020-11-08 05:40,-------,-------
2020-11-11 04:50, 1.3663,-0.0533
2020-11-11 05:30, 1.7902, 0.0091
2020-11-16 04:30, 1.2820, 0.0671
2020-11-21 04:10, 1.3537,-0.0275
2020-11-21 04:50, 1.1444, 0.1389
2020-11-24 04:00, 1.6133, 0.0915
2020-11-25 03:40,-------,-------
2020-11-26 04:30, 1.0917, 0.0456
2020-11-29 03:40, 1.2842,-0.0240
2020-12-01 04:10, 1.6133,-0.1344
2020-12-04 03:20, 1.2554,-0.0153
2020-12-04 04:00, 1.2775, 0.0873
2020-12-06 03:00,-------,-------
2020-12-06 03:50,-------,-------
2020-12-09 03:00, 1.3330, 0.0391
2020-12-09 03:40, 1.4828,-0.0661
2020-12-14 03:20, 1.0136, 0.1343
2020-12-19 02:20, 1.1040, 0.0008
2020-12-19 03:00, 1.3049,-0.0356
2020-12-22 02:10, 1.3260,-0.0301
2020-12-27 01:50, 1.1944, 0.0428
2020-12-29 02:20, 1.2960,-0.2802
2021-01-01 01:30, 1.0429,-0.1177
2021-01-01 02:10, 1.2743,-0.1187
2021-01-03 02:00,-------,-------
2021-01-06 01:10, 1.0892, 0.0445
2021-01-06 01:50, 1.2080,-0.2135
2021-01-11 00:50, 1.5668,-0.2459
2021-01-11 01:30, 1.1114,-0.0417
2021-01-16 00:30, 0.9888,-0.0974
2021-01-16 01:10, 0.9933, 0.0109
2021-01-19 00:20, 1.1625,-0.1362
2021-01-21 00:50, 1.1240,-0.1313
2021-01-24 00:00, 1.1521,-0.3121
2021-01-26 00:30, 1.0274,-0.0786
2021-01-27 00:30,-------,-------
2021-01-28 23:40, 0.9281,-0.0699
2021-01-29 00:20,-------,-0.0226
2021-01-31 00:10, 0.9778,-0.1990
2021-02-02 23:20, 0.9733,-0.1380
2021-02-03 00:00, 1.1864,-0.2243
2021-02-04 23:50,-------,-------
2021-02-07 23:00, 1.0650,-0.0810
2021-02-07 23:40, 1.0228,-0.2810
2021-02-12 22:40, 1.1393,-0.1272
2021-02-12 23:20, 1.0746,-0.1456
2021-02-15 22:30, 1.1470,-0.0114
2021-02-17 22:20, 0.8727,-0.2070
2021-02-17 23:00, 0.8869,-0.0313
2021-02-20 22:10, 1.0514,-0.1786
2021-02-22 22:40, 0.9844,-0.1260
2021-02-25 21:50, 1.0795, 0.0314
2021-02-27 22:20, 1.0414, 0.0071
2021-03-02 21:30, 1.3290,-0.0897
2021-03-02 22:10, 1.2525,-0.1422
2021-03-04 22:00, 1.1917, 0.0177
2021-03-07 21:10, 0.9196,-0.1714
2021-03-07 21:50, 1.1418,-0.1014
2021-03-12 20:50, 0.9197,-0.1696
2021-03-12 21:30, 0.8411,-0.1218
2021-03-15 20:40,-------,-------
2021-03-15 21:10,-------,-------
2021-03-17 20:30, 1.4449, 0.0108
2021-03-17 21:10, 1.1864,-0.0977
2021-03-20 20:20, 1.0892,-0.0239
2021-03-22 20:50, 1.2356,-0.0372
2021-03-25 20:00, 1.1944,-0.0419
2021-03-27 20:30, 1.1971, 0.1035
2021-03-30 19:40, 1.3169, 0.0743
2021-03-30 20:20, 1.2378,-0.0978
2021-04-01 20:10, 1.2726, 0.1270
2021-04-04 19:20, 1.3631, 0.1147
2021-04-04 20:00, 1.3109, 0.0625
2021-04-09 19:00, 1.4584, 0.1871
2021-04-09 19:40, 1.2440, 0.2892
2021-04-12 18:50,-------,-------
2021-04-14 18:40, 1.2496, 0.0924
2021-04-14 19:20, 1.4316, 0.0658
2021-04-17 18:30, 1.1341, 0.0212
2021-04-19 19:00, 1.4016, 0.1083
2021-04-22 18:10, 1.4550, 0.1860
2021-04-24 18:40, 1.1998, 0.1062
2021-04-27 17:50, 1.2189,-0.0174
2021-04-29 18:20, 1.2693, 0.2820
2021-04-30 18:10,-------,-------
2021-05-02 17:30, 1.4207, 0.2174
2021-05-02 18:10, 1.2525, 0.1395
2021-05-07 17:10, 1.6913, 0.1818
2021-05-07 17:50, 1.1418, 0.1004
2021-05-12 16:50, 1.1784, 0.2347
2021-05-12 17:30, 1.2300, 0.1299
2021-05-16 17:10,-------,-------
2021-05-17 16:30,-------,-------
2021-05-17 17:10, 1.4758, 0.0608
2021-05-20 16:20, 1.6368, 0.1955
2021-05-22 16:50, 1.3199, 0.0818
2021-05-25 16:00, 1.1495, 0.0583
2021-05-27 16:30,-------,-------
2021-05-30 15:40, 1.1573, 0.1618
2021-05-30 16:20, 1.4550, 0.0863
2021-06-01 15:30, 1.4347, 0.1274
2021-06-04 15:20, 1.3790, 0.1234
2021-06-04 16:00, 1.3854, 0.1887
2021-06-06 15:10, 1.4048, 0.1264
2021-06-08 15:00, 1.3404, 0.1117
2021-06-09 15:00, 1.3109,-0.0109
2021-06-09 15:40, 1.1940,-0.1199
2021-06-11 14:50, 1.1704,-0.0980
2021-06-12 15:30, 1.1573, 0.0675
2021-06-14 15:20, 1.0698,-0.1315
2021-06-16 14:30, 1.5592, 0.0329
2021-06-17 14:30,-------, 0.0350
2021-06-17 15:10, 1.1862, 0.0291
2021-06-19 15:00, 1.0941, 0.0524
2021-06-21 14:10, 1.3577,-0.0174
2021-06-22 14:10, 1.4180,-0.1001
2021-06-22 14:50, 1.0296,-0.1736
2021-06-24 14:00, 1.3169,-0.0724
2021-06-26 13:50, 1.3568, 0.0017
2021-06-27 13:50, 1.1625,-0.0766
2021-06-27 14:30, 1.5258,-0.0324
2021-06-29 13:40, 1.2189,-0.1078
2021-06-30 14:20, 0.9199, 0.0326
2021-07-01 13:30, 1.3079, 0.0127
2021-07-02 13:30, 1.0698, 0.0541
2021-07-02 14:10, 1.1164,-0.0563
2021-07-04 13:20, 1.1547,-------
2021-07-05 14:00, 1.2384,-0.1569
2021-07-06 13:10, 1.3139,-0.1735
2021-07-07 13:10, 1.0992,-0.1735
2021-07-07 13:50, 1.1090,-0.0550
2021-07-09 13:00, 1.2525,-0.2605
2021-07-10 13:40, 1.0579,-0.1443
2021-07-12 12:50, 1.0182,-0.1991
2021-07-12 13:30, 0.9778,-0.1646
2021-07-14 12:40, 1.3260,-0.0625
2021-07-17 13:10, 1.0484,-0.0136
2021-07-19 12:20, 0.9587,-0.3016
2021-07-20 12:20, 0.9343,-0.0343
2021-07-20 13:00, 1.3886,-0.1712
2021-07-22 12:10, 1.0896,-0.0976
2021-07-22 12:50, 1.0367,-0.1421
2021-07-25 12:00, 1.0843, 0.0639
2021-07-25 12:40,-------,-0.1488
2021-07-27 11:50, 1.3475,-0.0712
2021-07-30 11:40, 1.1215,-0.2538
2021-07-30 12:20, 1.0484,-0.2453
2021-08-04 11:20, 0.7551,-0.2097
2021-08-04 12:00, 1.0390,-0.1534
2021-08-09 11:00, 1.3444,-0.0673
2021-08-09 11:40, 0.9218, 0.0047
2021-08-12 10:50,-------,-------
2021-08-14 11:20, 0.8256,-0.1960
2021-08-17 10:30, 1.1114,-0.1645
2021-08-19 11:00, 0.8391,-0.2743
2021-08-22 10:10, 0.9646,-0.1005
2021-08-22 10:50,-------,-------
2021-08-24 10:40,-------,-------
2021-08-27 09:50, 0.9755,-0.1742
2021-08-27 10:30, 1.0698, 0.0109
2021-09-01 09:30, 0.9948,-0.2023
2021-09-01 10:10, 1.0603,-0.2917
2021-09-06 09:10, 1.0136,-0.1798
2021-09-06 09:50, 1.0966,-0.1383
2021-09-09 09:00, 1.0695,-0.2229
2021-09-11 08:50, 0.8707,-0.2277
2021-09-11 09:30, 1.1864,-0.0838
2021-09-14 08:40, 0.9114,-0.2008
2021-09-16 09:10, 0.8372,-0.1104
2021-09-19 08:20, 0.8667,-0.2155
2021-09-21 08:50, 1.2960,-0.2500
2021-09-24 08:00, 1.0414,-0.3043
2021-09-24 08:40, 0.8469,-0.1181
2021-09-29 07:40, 1.1810,-0.1797
2021-09-29 08:20, 0.8035,-0.0874
2021-10-04 07:20, 1.0321,-0.1384
2021-10-04 08:00, 1.1190,-0.2677
2021-10-07 07:10,-------,-------
2021-10-09 07:00, 0.8743,-0.2776
2021-10-09 07:40, 1.0579,-0.0658
2021-10-12 06:50, 0.9648,-0.2154
2021-10-14 07:20, 1.5331,-0.2741
2021-10-17 06:30, 1.1652,-0.1932
2021-10-19 07:00, 1.2582,-0.1905
2021-10-22 06:10, 0.8155,-0.2400
2021-10-22 06:50, 1.0182,-0.1742
2021-10-27 05:50, 1.0966,-0.2215
2021-10-27 06:30, 0.8142,-0.2327
2021-11-01 05:30, 1.2668,-0.0922
2021-11-01 06:10, 1.1704,-0.3287
2021-11-06 05:10, 0.9733,-0.2054
2021-11-06 05:50, 1.2080,-0.1722
2021-11-09 05:00,-------,-------
2021-11-11 05:30, 1.0868,-0.2700
2021-11-14 04:40, 0.8848,-0.2926
2021-11-16 05:10, 1.0990,-0.2052
2021-11-19 04:20, 1.1625,-0.1305
2021-11-24 04:00, 1.1090,-0.1128
2021-11-24 04:40, 0.9156,-0.1794
2021-11-25 04:30,-------,-------
2021-11-29 03:40, 0.9888,-0.0882
2021-11-29 04:20, 1.1316,-0.1653
2021-12-04 03:20, 1.3413,-0.1022
2021-12-04 04:00, 1.1337,-0.1681
2021-12-06 03:10, 0.9366,-0.1651
2021-12-09 03:00,-------,-------
2021-12-09 03:40, 1.1678,-0.0713
2021-12-12 02:50, 1.1890, 0.1796
2021-12-14 03:20, 1.1090, 0.0313
2021-12-16 02:30, 1.3109,-0.0156
2021-12-17 02:30, 1.4246,-0.1077
2021-12-17 03:10,-------, 0.0306
2021-12-19 02:20, 1.3444, 0.0235
2021-12-20 03:00, 1.3758,-0.1242
2021-12-21 02:10, 1.4016,-0.1536
2021-12-22 02:10, 0.9494, 0.1605
2021-12-22 02:50, 1.2525, 0.0113
2021-12-24 02:00, 1.3199,-0.0267
2021-12-27 01:50, 1.1652,-0.0049
2021-12-27 02:30, 1.0414,-0.0965
2021-12-29 01:40, 1.2107,-0.1173
2021-12-30 02:20, 1.2272,-0.0562
2022-01-01 01:30, 1.5091,-0.1990
2022-01-01 02:10, 0.8579, 0.0299
2022-01-02 02:10, 1.3151,-0.0497
2022-01-03 01:20, 1.1090,-0.0769
2022-01-06 01:10,-------,-------
2022-01-06 01:50, 1.4213, 0.1125
2022-01-09 01:00, 1.1521,-0.0211
2022-01-11 00:50,-------,-------
2022-01-11 01:30, 1.0698,-0.0238
2022-01-13 00:40, 1.1215, 0.1202
2022-01-14 00:40, 1.1250,-0.0155
2022-01-14 01:20, 1.3169,-0.0185
2022-01-16 00:30, 1.2328,-0.1893
2022-01-18 00:20, 0.9733,-0.1076
2022-01-18 01:10,-------,-------
2022-01-19 00:20, 1.3315,-0.1582
2022-01-19 01:00,-------,-------
2022-01-24 00:00, 1.1215,-0.1797
2022-01-24 00:40, 0.8908,-0.1235
2022-01-25 23:50, 1.3790,-0.1452
2022-01-28 23:40, 1.3141,-0.2239
2022-01-29 00:20, 0.9156,-0.1338
2022-02-02 23:20,-------,-------
2022-02-03 00:00, 1.0579,-0.2232
2022-02-05 23:10, 1.3260,-0.3003
2022-02-10 22:50, 0.9177,-0.2227
2022-02-12 23:20,-------,-------
2022-02-15 22:30, 1.2245,-0.2747
2022-02-15 23:10, 1.2440,-0.3004
2022-02-16 22:10,-------,-------
2022-02-20 22:10, 0.8812,-0.2389
2022-02-20 22:50, 0.9602,-0.2530
2022-02-25 21:50, 0.8622,-0.2592
2022-02-25 22:30, 1.0136,-0.4261
2022-03-02 21:30, 1.0698,-0.3520
2022-03-02 22:10, 0.9031,-0.4426
2022-03-05 21:20, 1.2328,-0.3572
2022-03-07 21:50, 1.0159,-0.2810
2022-03-10 21:00, 0.8667,-0.2038
2022-03-12 21:30, 0.7390,-0.2146
2022-03-15 20:40, 0.9177,-0.3306
2022-03-15 21:20,-------,-------
2022-03-17 21:10,-------,-------
2022-03-20 20:20, 0.7059,-0.4816
2022-03-20 21:00, 1.0555,-0.1441
2022-03-25 20:00, 0.9324,-0.3808
2022-03-25 20:40, 0.9239,-0.4810
2022-03-30 19:40, 1.0579,-0.4419
2022-03-30 20:20, 0.6328,-0.4741
2022-04-02 19:30,-------,-------
2022-04-07 19:10, 0.6787,-0.3597
2022-04-09 19:40, 0.7842,-0.4444
2022-04-12 18:50, 0.8028,-0.3710
2022-04-12 19:20,-------,-------
2022-04-14 19:20, 0.8727,-0.2952
2022-04-17 18:30, 0.9844,-0.4211
2022-04-17 19:10, 0.7197,-0.3489
2022-04-22 18:10, 0.6280,-0.2616
2022-04-22 18:50, 0.8587,-0.3946
2022-04-24 18:30,-------,-------
2022-04-27 17:50, 0.8010,-0.2915
2022-04-27 18:30, 1.0917,-0.3554
2022-05-02 17:30,-------,-------
2022-05-05 17:20, 1.0068,-0.2920
2022-05-06 17:50,-------,-------
2022-05-07 17:50, 0.8218,-0.2834
2022-05-10 17:00, 0.9324,-0.2355
2022-05-12 17:30, 0.7123,-0.2401
2022-05-15 16:40, 1.0746,-0.1850
2022-05-17 16:30, 1.0484,-0.3507
2022-05-20 16:20, 0.8308,-0.2184
2022-05-20 17:00, 0.7879,-0.4220
2022-05-25 16:00, 1.0321,-0.0352
2022-05-25 16:40, 1.1341,-0.3171
2022-05-30 15:40, 0.9923,-0.2083
2022-05-30 16:20, 1.0159,-0.1919
2022-05-31 16:20, 1.0603,-0.2267
2022-06-01 15:30, 0.8372,-0.2087
2022-06-02 15:30,-------,-------
2022-06-02 16:10, 0.9156,-0.1739
2022-06-04 16:00, 1.1678,-0.2560
2022-06-06 15:10, 1.1547,-0.0827
2022-06-07 15:10, 1.2611,-0.2791
2022-06-09 15:00, 0.9287,-0.0770
2022-06-09 15:40, 1.2369,-0.1859
2022-06-11 14:50, 0.9537, 0.0263
2022-06-12 14:50, 1.3169,-0.0892
2022-06-12 15:30, 0.9613,-0.2069
