# Light curves of Betelgeuse in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite (after binning). 
# Last updated on 2023-07-20T13:30:02
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, 6, 930 (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Mean of observation dates in each bin in UTC (accuracy of 10 min). 
#   2nd column: First observation date in each bin in UTC (accuracy of 10 min). 
#   3rd column: Last observation date in each bin in UTC (accuracy of 10 min). 
#   The others: Spectral irradiance of each band and its standard error [nW/m^2/micron]. 
# 
#Mean date (UTC),First date (UTC),Last date (UTC) ,Band 01    ,01_err    ,Band 02    ,02_err    ,Band 03    ,03_err    ,Band 04    ,04_err    ,Band 05    ,05_err    ,Band 06    ,06_err    ,Band 07    ,07_err    ,Band 08    ,08_err    ,Band 09    ,09_err    ,Band 10    ,10_err    ,Band 11    ,11_err    ,Band 12    ,12_err    ,Band 13    ,13_err    ,Band 14    ,14_err    ,Band 15    ,15_err    ,Band 16    ,16_err    
2018-06-08 05:18,2018-06-04 16:00,2018-06-11 14:50, 1.3322E+01,6.3352E-01, 1.9889E+01,1.2459E+00, 3.7620E+01,1.6037E+00, 8.0631E+01,2.3904E+00, 5.6166E+01,1.9667E+00, 2.2037E+01,4.9903E-01, 3.2111E+00,4.2673E-02, 5.8522E-01,4.7479E-02, 3.0855E-01,1.0929E-01, 2.8564E-01,4.2229E-02, 1.6985E-01,2.5422E-02, 1.6041E-01,3.4737E-02, 2.4970E-01,2.9660E-02, 5.4227E-02,3.3247E-02, 2.9373E-02,8.8198E-02, 6.1004E-02,6.3112E-02
2018-06-15 01:02,2018-06-12 14:50,2018-06-17 14:30, 1.1973E+01,1.5665E+00, 1.8755E+01,1.0360E+00, 3.5758E+01,1.3898E+00, 8.1325E+01,7.6228E+00, 5.6240E+01,2.1939E+00, 2.1996E+01,1.0748E+00, 3.3512E+00,1.1079E-01, 5.7050E-01,4.7335E-02, 3.3815E-01,5.8994E-02, 2.3771E-01,2.5932E-02, 1.5610E-01,4.4768E-02, 1.6046E-01,6.8439E-02, 2.2018E-01,4.4627E-02, 1.4628E-01,6.3707E-02, 4.6241E-02,7.1604E-02,-7.2067E-02,1.0965E-01
2018-06-21 08:10,2018-06-17 15:10,2018-06-24 14:00, 1.3093E+01,9.8349E-01, 1.9012E+01,1.5042E+00, 3.5691E+01,5.5505E-01, 8.3683E+01,4.6970E+00, 5.7885E+01,2.9248E+00, 2.4346E+01,6.3718E-01, 3.3162E+00,1.1871E-01, 5.2671E-01,3.1883E-02, 3.9765E-01,4.2541E-02, 2.9253E-01,5.9452E-02, 1.8553E-01,6.0963E-02, 2.3633E-01,4.8800E-02, 9.9902E-02,6.7807E-02, 1.4024E-01,2.5415E-02, 5.6410E-02,4.4416E-02,-5.2269E-02,3.4404E-02
2018-06-29 11:32,2018-06-26 13:50,2018-07-02 14:10, 1.2011E+01,1.0845E+00, 1.9219E+01,9.3853E-01, 3.7356E+01,1.3120E+00, 8.0960E+01,3.7251E+00, 5.5505E+01,1.5209E+00, 2.3648E+01,1.1391E+00, 3.3204E+00,8.6310E-02, 5.4083E-01,1.5967E-02, 3.4484E-01,7.6983E-02, 2.9129E-01,5.1432E-02, 1.0208E-01,4.9937E-02, 1.9795E-01,4.4812E-02, 2.2289E-01,3.4089E-02, 6.9102E-02,5.0164E-02, 4.8496E-02,6.4979E-02, 1.3393E-02,7.8951E-02
2018-07-07 09:14,2018-07-03 14:10,2018-07-10 13:40, 1.2442E+01,8.3339E-01, 1.8778E+01,6.6382E-01, 3.7898E+01,1.3357E+00, 8.4312E+01,3.5897E+00, 5.7109E+01,1.5692E+00, 2.3031E+01,5.3473E-01, 3.2173E+00,8.8993E-02, 5.6289E-01,4.9888E-02, 4.1717E-01,1.0079E-01, 3.0038E-01,1.8133E-02, 1.7564E-01,4.7100E-02, 2.3345E-01,3.3018E-02, 9.5493E-02,5.3702E-02, 1.0392E-01,3.4587E-02, 7.1011E-02,4.4551E-02,-9.6167E-02,1.7715E-01
2018-07-15 16:06,2018-07-12 12:50,2018-07-20 12:20, 1.3668E+01,1.5031E+00, 1.9355E+01,8.5344E-01, 3.6852E+01,1.2117E+00, 8.5743E+01,2.8900E+00, 5.6694E+01,1.2451E+00, 2.3858E+01,7.3915E-01, 3.2463E+00,1.4086E-01, 5.2555E-01,3.9565E-02, 4.0351E-01,4.6751E-02, 3.4587E-01,5.1424E-02, 1.0982E-01,5.6519E-02, 1.9160E-01,4.5836E-02, 1.2677E-01,9.1196E-02, 8.5780E-02,2.4455E-02, 9.1010E-02,5.3694E-02, 2.0229E-01,9.5071E-02
2018-07-23 16:56,2018-07-20 13:00,2018-07-25 12:40, 1.0938E+01,1.4397E+00, 2.0037E+01,9.9214E-01, 3.8534E+01,1.9105E+00, 7.8859E+01,7.2417E+00, 5.4677E+01,1.0791E+00, 2.4187E+01,1.2497E+00, 3.2778E+00,7.3846E-02, 5.4931E-01,4.3914E-02, 2.7837E-01,3.1994E-02, 3.6789E-01,6.3707E-02, 1.5663E-01,5.0971E-02, 2.7680E-01,7.5889E-02, 1.8985E-01,3.6996E-02, 1.4002E-01,5.8157E-02, 5.5963E-02,5.0333E-02, 2.2184E-02,2.5690E-01
2018-08-04 22:46,2018-07-27 11:50,2018-08-12 11:30, 1.4405E+01,6.6063E-01, 1.9044E+01,3.5267E-01, 3.7258E+01,1.1989E+00, 8.6049E+01,6.6789E+00, 5.6108E+01,3.3715E+00, 2.2873E+01,7.6266E-01, 3.4799E+00,1.1827E-01, 5.7469E-01,5.0407E-02, 3.7893E-01,4.2215E-02, 2.9949E-01,4.1616E-02, 1.9239E-01,4.4574E-02, 2.0249E-01,3.8929E-02, 2.0860E-01,8.8205E-02, 1.4310E-01,4.5197E-02, 2.9769E-02,5.9392E-02, 1.0010E-01,5.4407E-02
2018-08-21 11:00,2018-08-17 10:30,2018-08-27 09:50, 1.2432E+01,6.6296E-01, 2.1310E+01,8.1639E-01, 3.6955E+01,1.1074E+00, 9.1233E+01,4.0365E+00, 5.7702E+01,1.9900E+00, 2.4185E+01,2.1640E+00, 3.3478E+00,5.1323E-02, 5.7364E-01,1.4958E-02, 3.4930E-01,6.4072E-02, 2.9714E-01,2.6894E-02, 2.2511E-01,3.8178E-02, 2.4123E-01,5.7258E-02, 1.5037E-01,3.8750E-02, 1.2917E-01,5.3793E-02, 6.2937E-02,2.4108E-02, 1.2338E-01,1.0070E-01
2018-09-06 07:18,2018-08-27 10:30,2018-09-14 08:40, 1.2685E+01,1.3726E+00, 1.7298E+01,8.5732E-01, 3.5134E+01,1.2457E+00, 8.1083E+01,3.8885E+00, 5.3050E+01,2.2320E+00, 2.4666E+01,7.7959E-01, 3.2090E+00,5.7349E-02, 5.1429E-01,4.3470E-02, 3.3395E-01,9.7120E-02, 2.7138E-01,2.0226E-02, 1.5696E-01,7.1796E-02, 1.3539E-01,5.2572E-02, 1.8113E-01,7.5056E-02, 1.5373E-01,8.5354E-03, 8.2804E-02,3.9415E-02, 2.2741E-01,1.5267E-01
2018-09-20 09:10,2018-09-14 09:20,2018-09-24 08:40, 1.0815E+01,1.6772E+00, 1.9171E+01,1.1839E+00, 3.2977E+01,1.4438E+00, 8.0131E+01,5.9988E+00, 5.3387E+01,1.7236E+00, 2.4095E+01,8.8664E-01, 3.2323E+00,1.0403E-01, 5.0255E-01,3.7332E-02, 3.6041E-01,3.7173E-02, 3.6730E-01,9.1474E-02, 9.6990E-02,7.0772E-02, 1.5637E-01,4.5981E-02, 1.1212E-01,5.2793E-02, 1.2865E-01,2.4839E-02, 8.7648E-02,3.4247E-02, 4.4755E-02,1.2518E-01
2018-10-04 14:58,2018-09-27 07:50,2018-10-12 06:50, 1.0793E+01,1.0889E+00, 1.8118E+01,1.6340E+00, 3.3204E+01,2.4842E+00, 7.6058E+01,3.2903E+00, 5.4123E+01,4.7674E+00, 2.3084E+01,7.4208E-01, 3.2379E+00,1.6327E-01, 5.5773E-01,2.3990E-02, 3.7332E-01,6.1759E-02, 2.6299E-01,4.9539E-02, 1.8746E-01,3.6007E-02, 1.3742E-01,5.7869E-02, 1.8763E-01,7.8619E-02, 7.7015E-02,3.2855E-02, 5.1957E-03,6.0630E-02, 1.7242E-01,1.1602E-01
2018-10-18 07:20,2018-10-12 07:30,2018-10-22 06:50, 9.6243E+00,1.1783E+00, 1.5523E+01,1.6297E+00, 3.0709E+01,9.7661E-01, 8.1143E+01,2.8726E+00, 5.6353E+01,1.9381E+00, 2.3021E+01,7.5525E-01, 3.3285E+00,1.1127E-01, 5.4042E-01,3.5978E-02, 3.1685E-01,1.9878E-02, 2.8964E-01,3.9209E-02, 1.3760E-01,3.1456E-02, 1.8624E-01,4.8110E-02, 1.9904E-01,2.7541E-02, 1.4594E-01,4.7642E-02, 5.9263E-02,4.5220E-02, 3.5239E-02,1.9034E-01
2018-11-01 17:02,2018-10-25 06:00,2018-11-09 05:40, 1.0748E+01,1.3131E+00, 1.4099E+01,1.9233E+00, 2.7948E+01,1.3556E+00, 7.0819E+01,6.7496E+00, 5.1020E+01,2.5892E+00, 2.3441E+01,5.3280E-01, 3.1647E+00,1.2338E-01, 4.7236E-01,3.9935E-02, 3.2887E-01,6.8024E-02, 2.4755E-01,3.3855E-02, 1.8881E-01,5.8071E-02, 2.4180E-01,4.9239E-02, 1.7462E-01,5.0082E-02, 9.2897E-02,3.1953E-02,-1.1509E-02,5.9072E-02, 7.0989E-02,8.9152E-02
2018-11-18 05:18,2018-11-14 04:40,2018-11-24 04:40, 7.7156E+00,7.8697E-01, 1.2526E+01,7.5018E-01, 2.5968E+01,8.5316E-01, 6.0816E+01,5.9646E+00, 4.9131E+01,1.9502E+00, 2.2957E+01,1.1591E+00, 3.1462E+00,1.0040E-01, 4.9459E-01,3.3606E-02, 4.0858E-01,3.7617E-02, 2.7680E-01,4.4525E-02, 1.8396E-01,5.3591E-02, 1.9046E-01,2.8572E-02, 1.1963E-01,6.3492E-02, 1.3722E-01,3.4936E-02, 1.2258E-01,5.7172E-02,-1.0795E-01,6.8601E-02
2018-12-02 08:38,2018-11-26 03:50,2018-12-07 03:50, 9.1081E+00,9.0995E-01, 1.3084E+01,8.3663E-01, 2.4844E+01,7.2524E-01, 6.7933E+01,2.1500E+00, 5.2987E+01,1.7788E+00, 2.1053E+01,4.2536E-01, 3.0512E+00,9.0626E-02, 4.5776E-01,2.3960E-02, 3.2073E-01,4.7649E-02, 2.5027E-01,1.9130E-02, 1.8995E-01,9.4400E-02, 1.7794E-01,6.2976E-02, 7.3191E-02,2.0555E-02, 7.1805E-02,3.7159E-02,-3.8774E-03,4.8750E-02, 1.7677E-01,1.0377E-01
2018-12-12 18:32,2018-12-09 03:00,2018-12-17 03:10, 7.2902E+00,7.5797E-01, 1.1709E+01,2.0531E+00, 2.3588E+01,1.2211E+00, 6.8351E+01,5.9614E+00, 5.2963E+01,2.9307E+00, 2.1969E+01,8.1037E-01, 3.1973E+00,7.4888E-02, 4.4314E-01,3.9380E-02, 4.3252E-01,5.9270E-02, 2.5617E-01,2.0731E-02, 1.3562E-01,2.8677E-02, 2.1292E-01,7.8624E-02, 7.2708E-02,3.8810E-02, 1.3375E-01,3.4592E-02, 4.1885E-02,3.8742E-02, 1.2699E-01,1.6056E-01
2018-12-23 13:32,2018-12-19 02:20,2018-12-29 01:40, 9.6947E+00,8.1044E-01, 1.2318E+01,1.1055E+00, 2.5367E+01,1.7432E+00, 7.0104E+01,2.9561E+00, 5.2737E+01,2.8219E+00, 2.2671E+01,7.2204E-01, 2.9733E+00,1.0334E-01, 5.4835E-01,4.0256E-02, 2.5397E-01,6.4246E-02, 2.1643E-01,2.7975E-02, 1.3706E-01,3.4780E-02, 1.3196E-01,4.5457E-02, 2.1686E-01,4.0419E-02, 6.0385E-02,5.0774E-02, 7.2232E-02,2.7326E-02, 6.2755E-02,1.0449E-01
2019-01-01 17:18,2018-12-30 01:40,2019-01-04 02:00, 7.6591E+00,8.9021E-01, 1.3046E+01,1.1001E+00, 2.4654E+01,8.4402E-01, 6.6521E+01,4.1990E+00, 4.8426E+01,1.8090E+00, 2.1845E+01,8.1834E-01, 3.0825E+00,7.7113E-02, 4.3963E-01,5.2717E-02, 3.3813E-01,8.8343E-02, 2.9428E-01,5.2306E-02, 1.5224E-01,7.6111E-02, 1.8283E-01,2.2619E-02, 1.7004E-01,3.3074E-02, 9.9440E-02,3.0986E-02,-1.9553E-02,5.2252E-02, 1.8420E-01,1.8093E-01
2019-01-07 21:02,2019-01-06 01:10,2019-01-09 01:40, 8.7664E+00,2.0613E+00, 1.1869E+01,1.0636E+00, 2.2472E+01,7.3581E-01, 6.7920E+01,4.1393E+00, 5.0807E+01,2.1675E+00, 2.2217E+01,8.4356E-01, 3.1822E+00,1.6231E-01, 4.6421E-01,2.9317E-02, 4.1234E-01,3.6291E-02, 2.3856E-01,4.0475E-02, 1.6124E-01,4.9762E-02, 2.0527E-01,8.9787E-02, 1.5395E-01,5.2896E-02, 1.4742E-01,2.6907E-02, 1.2742E-01,3.9287E-02,-5.1349E-02,9.7073E-02
2019-01-15 18:28,2019-01-11 00:50,2019-01-19 01:00, 8.2591E+00,1.1327E+00, 1.3017E+01,1.1320E+00, 2.7289E+01,1.5680E+00, 6.4004E+01,1.4360E+00, 5.3434E+01,8.7393E-01, 2.2010E+01,9.9396E-01, 3.1520E+00,1.4885E-01, 4.8253E-01,3.4775E-02, 3.4399E-01,5.6161E-02, 3.1405E-01,3.8639E-02, 1.2412E-01,9.4174E-02, 1.8501E-01,5.9702E-02, 1.8382E-01,5.1379E-02, 7.3654E-02,3.0935E-02, 5.2358E-02,6.7854E-02,-2.4900E-02,1.1431E-01
2019-01-28 00:31,2019-01-21 00:10,2019-02-05 23:50, 9.7377E+00,1.5035E+00, 1.6261E+01,1.1388E+00, 3.0468E+01,9.4869E-01, 6.8297E+01,2.6459E+00, 5.2592E+01,1.6823E+00, 2.1399E+01,7.3838E-01, 3.1427E+00,4.6064E-02, 4.6198E-01,2.9904E-02, 3.5769E-01,3.9093E-02, 3.0723E-01,3.4067E-02, 1.6642E-01,2.5562E-02, 2.1307E-01,3.8616E-02, 1.4157E-01,2.4645E-02, 1.5719E-01,4.3724E-02, 5.5924E-02,5.7243E-02, 4.1337E-02,1.5974E-01
2019-02-15 06:15,2019-02-10 22:50,2019-02-20 22:50, 1.4346E+01,2.1861E+00, 1.7961E+01,1.3003E+00, 3.7200E+01,1.2927E+00, 7.3573E+01,6.4869E+00, 5.2775E+01,2.8096E+00, 2.1791E+01,1.4731E+00, 3.1532E+00,1.1611E-01, 4.5014E-01,5.4927E-02, 3.4247E-01,8.1793E-02, 2.2429E-01,4.7113E-02, 1.2633E-01,7.5961E-02, 1.4791E-01,6.5263E-02, 1.8550E-01,3.9696E-02, 1.0563E-01,5.4814E-02, 8.2921E-02,4.0591E-02,-1.0409E-01,9.3238E-02
2019-03-02 22:18,2019-02-23 22:00,2019-03-10 21:00, 1.4834E+01,1.0383E+00, 1.7442E+01,1.2527E+00, 3.8918E+01,2.0554E+00, 7.2482E+01,2.2076E+00, 5.4867E+01,2.7535E+00, 2.1782E+01,1.0229E+00, 3.2690E+00,3.9176E-02, 4.6257E-01,5.3732E-02, 3.0164E-01,6.2565E-02, 2.6082E-01,2.3889E-02, 1.2248E-01,5.8801E-02, 1.3934E-01,6.3653E-02, 1.9992E-01,7.6029E-02, 1.3728E-01,5.5684E-02, 5.2739E-02,1.0445E-01, 2.9547E-03,8.4572E-02
2019-03-18 03:15,2019-03-10 21:40,2019-03-23 20:10, 1.3825E+01,1.3612E+00, 1.7374E+01,1.2828E+00, 3.7459E+01,1.4454E+00, 7.6622E+01,5.9020E+00, 5.5124E+01,2.6273E+00, 2.3380E+01,8.8198E-01, 3.2387E+00,1.9158E-01, 3.9910E-01,8.0448E-02, 2.9236E-01,1.3875E-02, 2.5262E-01,4.8814E-02, 1.5006E-01,3.2455E-02, 1.7786E-01,6.8717E-02, 9.7650E-02,7.2906E-02, 1.1059E-01,4.0959E-02, 8.9320E-02,4.8871E-02, 2.2582E-01,1.1020E-01
2019-04-02 20:23,2019-03-28 19:50,2019-04-07 19:50, 1.3499E+01,1.1133E+00, 1.8661E+01,2.0587E+00, 3.8338E+01,2.6091E+00, 8.3915E+01,6.1655E+00, 5.3281E+01,2.2837E+00, 2.1955E+01,8.9642E-01, 3.1082E+00,1.1972E-01, 5.4870E-01,6.5369E-02, 3.3141E-01,5.7561E-02, 2.7716E-01,4.6068E-02, 1.5553E-01,3.7962E-02, 1.7171E-01,3.2309E-02, 1.2428E-01,6.3075E-02, 1.0593E-01,2.3492E-02, 7.7612E-02,3.4469E-02, 1.8396E-01,1.1486E-01
2019-04-17 11:21,2019-04-12 18:50,2019-04-22 18:50, 1.2233E+01,8.3590E-01, 1.8010E+01,1.2923E+00, 3.5362E+01,2.1048E+00, 7.2774E+01,6.4027E+00, 5.0246E+01,2.3871E+00, 2.2035E+01,1.0978E+00, 3.0609E+00,1.2153E-01, 4.6978E-01,1.7620E-02, 3.2435E-01,4.6378E-02, 2.4337E-01,4.6474E-03, 1.1878E-01,4.8702E-02, 2.0318E-01,5.5846E-02, 1.2110E-01,5.9607E-02, 1.3703E-01,4.2780E-02, 1.1546E-02,3.9099E-02,-2.5260E-01,1.1844E-01
2019-05-01 02:28,2019-04-25 18:00,2019-05-05 18:00, 1.0658E+01,1.9620E+00, 1.6767E+01,1.4092E+00, 3.3475E+01,2.2154E+00, 7.6676E+01,5.4345E+00, 5.4321E+01,3.0571E+00, 2.1968E+01,7.6973E-01, 3.0167E+00,7.8818E-02, 5.1190E-01,1.8863E-02, 3.8712E-01,5.9773E-02, 2.8844E-01,2.9999E-02, 2.3962E-01,5.3613E-02, 2.0495E-01,7.0545E-02, 1.1852E-01,3.6935E-02, 1.1777E-01,4.0211E-02, 5.2586E-02,6.0133E-02, 1.4243E-01,9.8237E-02
2019-05-15 17:30,2019-05-10 17:00,2019-05-20 17:00, 1.1051E+01,1.7978E+00, 1.7920E+01,1.3482E+00, 3.1744E+01,9.2837E-01, 7.7261E+01,8.1844E+00, 5.1837E+01,2.3486E+00, 2.1985E+01,7.3103E-01, 3.0447E+00,1.1964E-01, 4.3363E-01,3.5433E-02, 3.4015E-01,5.2500E-02, 2.8411E-01,2.8067E-02, 1.7494E-01,2.5322E-02, 2.2633E-01,2.0875E-02, 1.7196E-01,5.5385E-02, 8.7430E-02,3.6520E-02, 5.7259E-02,6.1029E-02, 2.6845E-02,5.2426E-02
2019-05-30 22:51,2019-05-23 16:10,2019-06-07 15:10, 1.0063E+01,7.2969E-01, 1.6350E+01,7.1846E-01, 2.8585E+01,1.3024E+00, 7.3310E+01,3.2546E+00, 5.1052E+01,2.2880E+00, 2.2373E+01,1.2341E+00, 3.0327E+00,6.8416E-02, 4.7509E-01,1.9934E-02, 2.9978E-01,7.4188E-02, 2.8826E-01,3.8110E-02, 1.1843E-01,4.6920E-02, 2.0909E-01,1.7326E-02, 1.2064E-01,6.9047E-02, 1.0681E-01,3.4416E-02,-1.6127E-02,5.5301E-02,-1.3668E-01,2.3276E-01
2019-06-15 05:15,2019-06-07 15:50,2019-06-19 14:20, 1.1337E+01,1.0726E+00, 1.5109E+01,9.4747E-01, 3.0664E+01,9.9722E-01, 7.2148E+01,3.8370E+00, 5.2162E+01,2.8133E+00, 2.1825E+01,7.7794E-01, 3.1509E+00,9.6328E-02, 4.8536E-01,1.3302E-02, 4.0770E-01,5.6549E-02, 3.0896E-01,5.6709E-02, 1.6328E-01,2.4456E-02, 1.6878E-01,2.7580E-02, 2.0266E-01,4.4260E-02, 9.8173E-02,6.3125E-02, 5.3144E-02,3.6947E-02,-5.5393E-02,1.0102E-01
2019-06-25 22:45,2019-06-20 14:20,2019-07-02 13:30, 1.1532E+01,6.5058E-01, 1.6392E+01,6.4396E-01, 2.9513E+01,6.5163E-01, 7.6406E+01,3.6933E+00, 5.3045E+01,1.8429E+00, 2.1510E+01,8.4859E-01, 3.1540E+00,1.1807E-01, 4.8391E-01,7.8127E-02, 3.5842E-01,1.7176E-02, 3.1207E-01,3.5369E-02, 1.5505E-01,6.8401E-02, 1.2938E-01,9.0421E-02, 1.7266E-01,5.9490E-02, 1.0297E-01,3.1583E-02, 1.2375E-01,4.9944E-02, 1.2757E-02,1.5780E-01
2019-07-09 13:57,2019-07-03 14:10,2019-07-15 13:20, 1.1931E+01,8.9496E-01, 1.7579E+01,1.3402E+00, 3.0809E+01,8.8234E-01, 7.8976E+01,5.2430E+00, 5.1026E+01,1.7927E+00, 2.4422E+01,1.0520E+00, 3.2423E+00,6.2336E-02, 4.8422E-01,2.1966E-02, 3.4429E-01,2.6715E-02, 3.4023E-01,4.9843E-02, 1.4185E-01,2.2199E-02, 1.9021E-01,6.3271E-02, 1.8581E-01,3.6641E-02, 1.3613E-01,2.5286E-02, 6.4417E-02,5.1863E-02, 8.1664E-03,6.9092E-02
2019-07-24 21:47,2019-07-18 12:30,2019-08-02 11:30, 9.7841E+00,1.0256E+00, 1.6185E+01,8.2860E-01, 3.0583E+01,7.5155E-01, 7.3359E+01,4.6819E+00, 5.1790E+01,2.6670E+00, 2.3816E+01,8.7296E-01, 3.2493E+00,1.2144E-01, 5.1712E-01,4.3613E-02, 2.5093E-01,2.3347E-02, 2.9251E-01,3.7012E-02, 1.4749E-01,5.5732E-02, 1.8356E-01,3.6066E-02, 1.5072E-01,4.6359E-02, 1.0910E-01,4.2856E-02, 1.4862E-01,4.2424E-02,-2.1347E-02,7.8815E-02
2019-08-08 12:00,2019-08-02 12:10,2019-08-12 11:30, 9.1015E+00,1.4306E+00, 1.6707E+01,6.9687E-01, 3.0953E+01,6.6799E-01, 7.6334E+01,2.8393E+00, 5.5595E+01,3.8122E+00, 2.2344E+01,7.8970E-01, 3.2741E+00,1.1001E-01, 5.0311E-01,4.3644E-02, 3.5505E-01,3.5611E-02, 3.1203E-01,3.9932E-02, 1.1051E-01,1.8694E-02, 1.7928E-01,7.4399E-02, 2.1016E-01,6.1972E-02, 6.0311E-02,2.7187E-02, 5.5172E-02,6.0435E-02, 7.1317E-02,6.6788E-02
2019-08-23 01:58,2019-08-15 10:40,2019-08-30 09:40, 1.0517E+01,7.3552E-01, 1.5866E+01,6.9356E-01, 3.0700E+01,1.0445E+00, 7.5433E+01,4.3727E+00, 5.6649E+01,1.1555E+00, 2.2792E+01,1.0860E+00, 3.3987E+00,1.0566E-01, 5.3380E-01,3.6620E-02, 2.4880E-01,5.9332E-02, 2.4528E-01,3.5424E-02, 2.4362E-01,4.0120E-02, 1.5605E-01,5.9123E-02, 1.0734E-01,6.2118E-02, 1.1948E-01,3.4267E-02, 8.4408E-02,2.0126E-02, 2.5576E-01,1.8765E-01
2019-09-05 02:15,2019-08-30 10:20,2019-09-09 09:40, 1.0268E+01,1.4168E+00, 1.5644E+01,1.2838E+00, 3.1120E+01,1.3250E+00, 7.2245E+01,7.6564E+00, 5.4990E+01,2.0943E+00, 2.1922E+01,8.9544E-01, 3.3284E+00,1.6161E-01, 4.6561E-01,1.7834E-02, 3.6017E-01,3.3534E-03, 2.4558E-01,3.1647E-02, 2.9995E-01,3.8344E-02, 1.6186E-01,6.8551E-02, 1.1521E-01,6.0257E-02, 1.4918E-01,3.8073E-02, 1.1132E-01,1.5529E-02,-1.8534E-03,4.4219E-02
2019-09-19 15:58,2019-09-12 08:50,2019-09-27 07:50, 1.1549E+01,7.4039E-01, 1.5823E+01,1.3381E+00, 2.9909E+01,6.0400E-01, 7.5120E+01,3.6891E+00, 5.8706E+01,2.7485E+00, 2.2721E+01,4.1471E-01, 3.3913E+00,9.0942E-02, 5.1711E-01,3.2896E-02, 3.3245E-01,4.8862E-02, 3.0882E-01,1.8437E-02, 1.5365E-01,4.1901E-02, 2.0080E-01,7.9946E-02, 9.9829E-02,5.4126E-02, 1.6203E-01,4.2682E-02, 1.3568E-01,3.7694E-02, 7.1355E-03,9.7444E-02
2019-10-02 16:25,2019-09-27 08:30,2019-10-07 07:50, 9.4225E+00,1.1713E+00, 1.3553E+01,1.7367E+00, 2.9534E+01,5.9616E-01, 7.7875E+01,4.2269E+00, 5.5736E+01,3.5825E+00, 2.3835E+01,7.5125E-01, 3.2603E+00,8.9845E-02, 4.8716E-01,4.7620E-02, 3.3693E-01,3.8606E-02, 2.7276E-01,3.8667E-02, 1.9782E-01,3.6604E-02, 2.1383E-01,4.7723E-02, 1.3945E-01,3.4158E-02, 1.1299E-01,1.7601E-02, 8.6188E-02,6.5346E-02, 2.7702E-02,1.1093E-01
2019-10-15 04:28,2019-10-10 07:00,2019-10-22 06:50, 9.9089E+00,9.5409E-01, 1.5507E+01,6.4658E-01, 2.7581E+01,1.8515E+00, 6.7388E+01,4.6412E+00, 5.5370E+01,2.6945E+00, 2.3517E+01,4.8155E-01, 3.3383E+00,4.4393E-02, 5.3797E-01,4.4681E-02, 3.3732E-01,5.0811E-02, 3.5767E-01,4.3339E-02, 1.8489E-01,5.7174E-02, 1.7747E-01,8.1808E-02, 1.7468E-01,6.1771E-02, 2.6894E-02,3.9658E-02, 8.8897E-02,3.5039E-02,-5.9386E-06,1.8540E-01
2019-10-28 22:35,2019-10-25 06:00,2019-11-04 05:20, 8.2087E+00,1.3662E+00, 1.4261E+01,9.5726E-01, 2.7525E+01,2.4449E+00, 7.4269E+01,3.4696E+00, 5.3594E+01,2.4031E+00, 2.3911E+01,6.2936E-01, 3.1707E+00,1.0707E-01, 5.0306E-01,2.4503E-02, 3.7326E-01,9.1316E-02, 2.6228E-01,6.4566E-02, 1.4017E-01,7.8829E-02, 1.8384E-01,6.0964E-02, 7.6698E-02,4.9446E-02, 1.2274E-01,4.4478E-02, 6.0154E-02,1.1607E-02,-1.3256E-01,1.4630E-01
2019-11-10 12:34,2019-11-04 06:00,2019-11-17 04:30, 9.3158E+00,1.8383E+00, 1.1777E+01,9.1705E-01, 2.5404E+01,1.3619E+00, 7.1919E+01,4.4460E+00, 5.2405E+01,8.1571E-01, 2.2949E+01,1.6754E+00, 3.2238E+00,3.3627E-02, 5.3355E-01,3.5781E-02, 2.9208E-01,8.3596E-02, 3.0975E-01,5.4856E-02, 1.4415E-01,5.2002E-02, 1.8891E-01,1.3020E-02, 7.9654E-02,1.0224E-01, 1.4052E-01,3.5144E-02, 7.1956E-02,8.5548E-02,-5.1051E-02,1.6700E-01
2019-11-25 00:48,2019-11-19 05:00,2019-12-02 03:30, 7.2825E+00,6.7691E-01, 9.8867E+00,6.8731E-01, 2.1758E+01,7.5033E-01, 6.9866E+01,4.7902E+00, 5.2910E+01,1.8240E+00, 2.2667E+01,6.0645E-01, 3.3171E+00,9.6985E-02, 4.5279E-01,2.8106E-02, 3.1900E-01,1.9930E-02, 2.6329E-01,5.4094E-02, 8.3829E-02,4.4342E-02, 2.0706E-01,4.7976E-02, 1.1874E-01,1.0629E-01, 1.8563E-01,2.2592E-02, 1.1629E-01,2.5208E-02, 5.2101E-02,9.7615E-02
