# Light curves of Mira in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite. 
# Last updated on 2024-06-07T01:13:01
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, 6, 930 (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Observation date in UTC (accuracy of 10 min). 
#   The others: Spectral irradiance of each band [nW/m^2/micron]. 
# 
#Date (UTC)     ,Band 01    ,Band 02    ,Band 03    ,Band 04    ,Band 05    ,Band 06    ,Band 07    ,Band 08    ,Band 09    ,Band 10    ,Band 11    ,Band 12    ,Band 13    ,Band 14    ,Band 15    ,Band 16    
2018-07-16 08:40, 5.3042E+00, 1.0646E+00,-2.5910E+00, 1.1297E+00, 8.6635E+00, 4.3613E+00, 9.5322E-01, 1.7753E-01, 1.2068E-01, 7.2993E-02, 2.2493E-01, 1.6732E-01, 1.9633E-01, 3.6924E-02, 4.9902E-02,-1.0576E-01
2018-07-18 09:40, 2.5906E+00, 2.0738E+00, 2.4484E+00, 1.1617E+00, 6.7010E+00, 4.3118E+00, 9.2251E-01, 1.2147E-01, 1.4801E-01, 1.5318E-01, 1.2496E-01, 7.3577E-02, 1.6116E-01, 4.1027E-02, 4.0165E-02, 8.5511E-02
2018-07-21 08:20, 1.3322E+00,-2.6821E+00,-9.0826E-01,-----------, 6.4748E+00,-----------, 9.5940E-01, 1.1362E-01, 2.3538E-02,-----------,-----------,-----------,-----------,-----------, 1.0954E-02, 1.1251E-01
2018-07-23 09:20,-4.8325E+00,-8.1570E-01,-2.4528E+00,-1.8473E-01, 6.0060E+00, 4.3283E+00, 9.2530E-01, 1.5884E-01, 7.9697E-02, 7.9411E-02, 8.8108E-02, 3.5256E-02, 5.7139E-02, 1.7778E-02,-2.4342E-02, 3.2404E-01
2018-07-28 09:00,-5.5250E-01, 1.2788E+00,-5.7743E-01,-6.8404E-01, 5.8642E+00, 4.1855E+00, 1.0105E+00, 1.0272E-01, 1.3648E-02, 1.5197E-01,-1.4214E-01,-----------, 6.8325E-02, 3.6420E-02, 4.7468E-02,-1.0351E-01
2018-08-03 07:30,-1.2744E+00, 2.8135E+00, 8.8152E-01, 4.4479E+00, 6.8032E+00, 4.6469E+00, 1.0092E+00, 9.7173E-02, 1.1385E-01, 4.0685E-02, 3.2802E-02,-----------, 3.3269E-01, 5.7694E-02, 6.7093E-02, 2.0840E-01
2018-08-08 07:10, 9.5767E-01, 9.3932E-01, 2.1559E+00,-7.1405E-01, 7.1219E+00, 3.6747E+00, 8.5815E-01, 6.9143E-02, 1.0077E-01, 1.3183E-01, 1.1715E-01, 6.7446E-02,-9.5233E-02, 7.5216E-02, 1.5823E-02, 2.7003E-01
2018-08-13 06:50, 1.6984E+00,-1.5484E+00,-6.2686E-01, 5.3287E+00, 5.8465E+00, 3.9861E+00, 9.7666E-01, 1.8127E-01,-2.2771E-03, 3.4702E-02, 7.8101E-02, 1.7168E-01, 1.6263E-01, 6.8379E-03, 4.3816E-02,-6.3008E-02
2018-08-15 07:50,-9.2820E-01,-1.0715E+00,-3.3379E-01, 3.0089E+00, 6.3585E+00, 4.2679E+00, 9.7481E-01, 1.6445E-01, 1.6167E-01,-1.1966E-03, 8.5911E-02,-1.2263E-02, 1.9633E-01, 9.2995E-02,-1.0589E-01, 4.2755E-02
2018-08-18 06:30, 5.6991E+00, 4.2996E+00, 2.0931E+00,-----------, 6.5440E+00,-----------, 8.9308E-01, 1.5249E-01, 9.2726E-03,-----------,-----------,-----------,-----------,-----------, 8.8025E-02, 2.6778E-01
2018-08-20 07:30, 8.6724E+00, 4.5900E+00, 1.8744E+00,-1.8473E-01, 6.1832E+00, 4.5260E+00, 9.2261E-01, 2.1352E-01, 2.0266E-01,-4.7864E-03, 3.4364E-02, 1.7302E-03,-1.7790E-01, 8.2054E-02, 1.3875E-01,-2.5203E-01
2018-08-25 07:10,-2.9893E+00,-2.5923E+00, 2.3207E-01, 1.4210E+00, 6.8488E+00, 3.6628E+00, 9.5809E-01, 5.7930E-02, 2.3084E-01,-2.5588E-02, 8.4349E-02, 2.5638E-02, 1.3931E-01, 3.1511E-03,-1.5554E-02, 1.1251E-01
2018-08-30 06:50,-----------,-----------,-----------, 5.3642E-01, 7.2639E+00,-----------, 8.4851E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-08-31 05:40,-1.7533E+00,-4.6315E-01,-2.3415E+00,-9.0943E-01, 5.7844E+00, 4.4553E+00, 9.6958E-01,-----------,-----------,-----------,-----------,-----------,-----------,-9.1610E-02,-----------,-----------
2018-09-05 05:20, 2.7772E+00,-1.9494E+00,-2.4007E+00, 7.1049E-02, 5.1522E+00, 3.7680E+00, 9.6363E-01, 1.6818E-01, 2.0375E-01, 3.4702E-02,-1.0458E-01,-----------, 3.3157E-02, 1.4963E-01, 1.0415E-01, 1.9802E-01
2018-09-10 05:00,-1.7747E+00, 8.9865E-02,-2.4733E+00, 1.0125E+00, 4.7835E+00, 3.4714E+00, 8.9837E-01, 1.4140E-01, 1.8786E-01, 2.7836E-02, 4.5298E-02, 1.1956E-01, 1.1281E-01, 7.6584E-02, 2.5406E-02,-1.1026E-01
2018-09-12 06:00,-3.3955E+00, 1.5615E+00, 2.8747E-01, 1.4210E-01, 7.5343E+00, 3.5923E+00, 9.4969E-01, 9.9891E-02, 1.1170E-01, 1.9983E-01,-1.1356E-01, 7.6643E-03,-6.5603E-02,-3.1454E-02, 5.4771E-02, 2.2503E-02
2018-09-15 04:40, 4.0738E+00, 2.0669E+00, 5.7350E-01,-3.4281E+00, 8.0966E+00, 3.6296E+00, 1.0541E+00, 1.7940E-01, 2.5503E-01, 5.8634E-02,-1.1403E-01,-2.6570E-02, 1.7874E-01, 1.2613E-01, 1.7040E-02, 2.6103E-01
2018-09-17 05:40,-7.0720E-01,-9.8160E-01, 1.8874E+00, 3.9717E+00, 7.0336E+00, 3.8999E+00, 9.8311E-01, 1.5697E-01, 1.7462E-10, 1.0998E-01,-8.4349E-02, 1.7168E-01, 2.3442E-02, 5.7438E-02,-3.2862E-02,-1.4402E-01
2018-09-22 05:20, 2.4851E+00,-2.3711E+00,-1.3569E+00, 3.7194E+00, 6.2805E+00, 3.2243E+00, 9.2592E-01, 1.1212E-01, 7.2760E-12, 3.0569E-02, 7.4880E-02, 1.7781E-01, 1.6116E-02, 6.5643E-02,-1.1198E-01,-5.6257E-02
2018-09-28 03:50, 4.0784E+00, 9.5395E-01, 1.4750E+00, 4.3624E+00, 6.9450E+00, 3.9658E+00, 1.0308E+00,-----------,-----------,-----------,-----------,-----------,-----------,-1.2147E-02,-----------,-----------
2018-10-03 03:30,-3.0338E+00,-8.4335E-01,-1.1714E+00, 3.6804E+00, 7.0481E+00, 4.2860E+00, 1.0342E+00, 2.9526E-01, 1.7533E-01, 1.6423E-01,-1.5620E-01,-----------, 6.5930E-02,-1.5317E-01,-1.2021E-01, 3.3754E-02
2018-10-08 03:10, 1.8164E+00,-1.3272E+00, 2.8188E-01, 4.2523E+00, 5.4213E+00, 3.0485E+00, 9.4292E-01, 2.9339E-01, 1.9583E-01, 1.3043E-01,-3.1240E-02,-8.4307E-02, 4.9814E-02, 4.4233E-02,-1.7040E-02, 2.2053E-01
2018-10-10 04:10, 3.7423E+00, 4.3550E+00,-1.8388E-01,-6.7284E+00, 6.6615E+00, 4.8047E+00, 9.0962E-01, 1.3829E-01, 2.7780E-01, 7.8976E-02, 7.0290E-02, 1.4562E-01, 9.3768E-02,-4.5130E-02,-1.8744E-01, 2.7228E-01
2018-10-13 02:50,-1.9080E+00, 1.1752E-01,-4.6109E-01, 2.7747E+00, 7.5265E+00,-----------, 8.4289E-01, 2.4667E-01, 1.5256E-01, 2.0265E-01, 2.6639E-01,-----------, 6.8288E-03, 2.1960E-02,-1.5944E-01, 2.3853E-01
2018-10-15 03:50, 3.0277E+00, 2.3503E-01,-1.4893E+00, 4.0427E+00, 7.0336E+00, 3.3143E+00, 9.9401E-01, 1.5884E-01, 1.3662E-02, 8.1370E-02,-3.7488E-02, 1.8701E-01, 1.0842E-01, 5.8715E-02,-4.7468E-02,-9.0011E-02
2018-10-20 03:30,-4.4937E+00,-7.6731E-01, 2.0254E+00, 3.7585E+00, 6.3958E+00, 3.8175E+00, 8.7272E-01, 1.9622E-01,-3.4156E-02, 7.5387E-02, 5.7794E-02, 9.9636E-02,-3.0775E-03,-8.2054E-03, 5.7205E-02, 2.7453E-01
2018-10-25 03:10,-----------,-----------,-----------,-----------,-----------,-----------, 9.4609E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-10-26 02:00,-----------,-----------,-----------, 4.1457E+00,-----------, 3.8504E+00, 8.9220E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-10-31 01:40, 1.0313E+00, 1.0991E+00, 6.6444E-01, 1.1439E+00, 7.8895E+00, 4.0635E+00, 9.7175E-01, 2.7096E-01, 3.6433E-02, 9.6926E-02, 5.8869E-02,-----------, 4.2907E-02, 7.7279E-02,-1.9951E-01,-1.1026E-01
2018-11-05 01:20, 8.7992E-01, 2.2605E+00, 8.4189E-01,-8.2417E-01, 7.2164E+00, 4.4876E+00, 9.8155E-01, 2.3359E-01, 2.1860E-01,-6.5814E-02, 8.9035E-02, 3.2190E-02, 8.8354E-02, 1.1482E-01, 8.5199E-02, 3.1504E-02
2018-11-07 02:20,-2.2984E+00, 2.6629E+00,-1.4884E+00, 5.0196E+00, 1.0468E+01, 3.6142E+00, 9.9511E-01, 2.5041E-01, 2.2238E-01, 2.1060E-01, 7.4762E-02, 1.6116E-01, 1.8829E-01,-2.8719E-02, 3.6514E-02,-3.6004E-02
2018-11-10 01:00,-3.1517E+00,-4.9080E-01, 1.8751E-01, 7.0552E+00, 9.4723E+00, 4.4440E+00, 1.0243E+00, 1.9061E-01, 1.5712E-01, 6.8207E-02, 1.6225E-01, 2.1382E-01, 1.2893E-01, 3.1170E-02, 1.9474E-02,-9.0011E-03
2018-11-12 02:00, 1.9080E+00, 4.4933E-01, 7.8676E-01,-6.5415E-01, 1.0134E+01, 3.6637E+00, 9.5759E-01, 1.6445E-01, 9.7206E-02, 1.4718E-01, 8.7473E-02, 1.8221E-01, 1.7288E-01, 2.1608E-01, 1.2042E-01,-1.2377E-01
2018-11-15 00:40, 2.5377E+00, 2.0323E+00, 2.3746E+00,-----------, 9.7893E+00,-----------, 1.1291E+00, 2.9031E-01, 2.0901E-01,-----------,-----------,-----------,-----------,-----------,-1.2171E-02,-1.0914E-11
2018-11-17 01:40,-3.7128E+00, 1.6037E+00,-2.5519E+00, 8.0179E+00, 1.0085E+01, 4.3118E+00, 9.2531E-01, 1.8500E-01, 1.3662E-02, 3.3505E-02, 2.5305E-01, 1.7475E-01, 9.6698E-02, 4.2510E-03, 1.7648E-01, 2.4303E-01
2018-11-22 01:20,-3.1377E+00, 1.9688E+00, 3.0002E+00, 9.9718E+00, 1.0541E+01, 4.3622E+00, 9.2755E-01, 3.1406E-01, 1.9752E-01,-----------,-----------,-----------, 2.2088E-01, 2.0363E-02,-----------,-----------
2018-11-23 00:10,-----------,-----------,-----------, 6.8811E+00,-----------,-----------, 1.1564E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-11-27 23:50,-1.4660E+00, 1.0369E+00, 1.3478E+00, 1.3083E+01, 9.1611E+00, 5.4995E+00, 1.1187E+00, 3.2516E-01,-----------, 2.7522E-02, 7.8565E-02,-----------, 7.5370E-02,-4.5657E-02, 9.6291E-02,-2.3403E-01
2018-12-02 23:30,-2.5783E-01, 2.9863E+00, 1.0269E+00, 1.1169E+01, 1.2416E+01, 5.7180E+00, 1.0779E+00, 1.6368E-01, 2.3681E-01, 1.9889E-01, 1.6714E-01, 1.3029E-01, 2.0101E-02, 1.8189E-01, 3.5297E-02,-5.4007E-02
2018-12-07 23:10, 2.4163E+00, 1.7697E+00,-1.6917E+00, 1.4086E+01, 1.0471E+01, 5.1193E+00, 1.0821E+00, 1.8313E-01, 1.8672E-01, 8.7353E-02, 1.6890E-01, 1.0883E-01, 7.2498E-02, 3.5557E-02, 6.2073E-02, 4.5006E-02
2018-12-10 00:10,-6.4090E-01, 1.0853E+00,-1.9003E+00, 6.6905E+00, 1.4439E+01, 5.2734E+00, 1.1807E+00, 2.7657E-01, 2.6186E-01, 9.6926E-02, 2.3274E-01, 1.3949E-01, 1.4065E-01, 1.4770E-01, 2.4342E-02,-2.9254E-02
2018-12-12 22:50, 1.1735E-01, 3.1568E+00, 2.9076E+00,-----------, 1.3875E+01,-----------, 1.2183E+00, 2.6180E-01, 2.8061E-01, 1.5425E-01,-----------,-----------,-----------,-----------, 2.3983E-01, 4.0505E-02
2018-12-14 23:50, 2.8362E+00, 3.5877E+00, 3.0072E+00, 1.7013E+01, 1.3250E+01, 5.8388E+00, 1.1240E+00, 2.6910E-01, 1.5484E-01, 2.6197E-01, 1.8276E-01, 2.2226E-01, 1.1861E-01, 2.0240E-01, 5.5177E-02,-6.5258E-02
2018-12-19 23:30, 9.2820E-01, 2.2881E+00,-1.3116E+00, 1.0775E+01, 1.4168E+01, 7.1571E+00, 1.2331E+00, 4.3915E-01, 4.7818E-02, 3.4702E-02,-1.1648E-02,-----------, 3.0219E-01, 2.0865E-01, 1.1294E-01,-2.9254E-02
2018-12-20 22:20,-----------,-----------,-----------,-----------,-----------,-----------, 1.2986E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-12-25 22:00, 3.5360E-01, 1.1544E+00, 5.0476E-01, 1.5048E+01, 1.4386E+01, 6.0297E+00, 1.2673E+00, 4.9950E-01,-----------,-----------,-----------,-----------, 1.1343E-01, 9.4828E-02,-----------,-----------
2018-12-30 21:40, 1.7754E+00, 2.4955E+00, 2.2644E+00, 1.1169E+01, 1.3536E+01, 5.3170E+00, 1.1696E+00, 2.6349E-01, 1.4118E-01, 1.8906E-01,-3.1240E-02, 1.1957E-01, 2.1977E-01, 4.2395E-02,-4.1028E-02, 5.1756E-02
2019-01-04 21:20, 5.3040E-01, 4.2167E-01, 3.9094E+00, 1.4576E+01, 1.4596E+01, 7.5086E+00, 1.1870E+00, 3.1394E-01, 1.8933E-01, 1.0436E-01, 1.3277E-01, 2.0540E-01, 3.2819E-01, 6.5643E-02, 8.8850E-02,-2.3178E-01
2019-01-06 22:20,-2.7183E+00, 7.8805E-01, 1.6879E+00, 1.0888E+01, 1.4032E+01, 6.1190E+00, 1.3570E+00, 3.4198E-01, 2.4820E-01, 2.4396E-01, 1.3902E-01, 1.6337E-01, 9.5233E-02, 1.3402E-01, 1.0711E-01,-7.2009E-02
2019-01-09 21:00, 4.6410E-01,-2.2190E+00, 6.6555E-01, 1.1272E+01, 1.4829E+01,-----------, 1.3042E+00, 4.3728E-01, 2.6221E-01, 1.9505E-01, 1.7651E-01, 1.4225E-01, 1.8167E-01, 1.6933E-01, 3.2862E-02,-7.2009E-02
2019-01-11 22:00, 1.5986E+00,-5.3228E-01, 2.4089E+00, 1.0846E+01, 1.5644E+01, 6.4485E+00, 1.2799E+00, 2.1677E-01, 1.1385E-01, 9.8292E-02, 1.1801E-01, 2.8269E-01, 1.1428E-01, 1.2035E-01, 1.1076E-01,-1.5752E-01
2019-01-16 21:40,-3.3592E+00, 5.1154E-01, 2.1537E+00, 1.2185E+01, 1.5162E+01, 7.1955E+00, 1.3708E+00, 3.2329E-01, 1.1709E-01, 2.5009E-01, 8.7803E-02,-----------, 1.8539E-01, 1.8530E-01, 4.7311E-02, 1.9802E-01
2019-01-21 21:20,-----------,-----------,-----------, 9.2080E+00, 1.8365E+01, 6.5775E+00, 1.2230E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-01-22 20:10,-----------,-----------,-----------, 7.7799E+00,-----------, 6.3826E+00, 1.3773E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-01-27 19:50,-5.8418E+00, 1.5139E+00, 1.2031E+00, 1.0633E+01, 1.3890E+01, 7.9590E+00, 1.4066E+00, 2.8778E-01, 1.6850E-01, 1.9505E-01,-1.8744E-02,-----------, 2.1638E-01, 8.7159E-02, 4.4695E-02,-1.2602E-01
2019-02-01 19:30,-2.0921E+00, 1.8319E+00, 1.9707E-01, 5.4424E+00, 1.4599E+01, 7.5499E+00, 1.4219E+00, 2.7657E-01, 1.0474E-01, 1.5915E-01, 9.5283E-02, 2.1332E-01, 2.0055E-01, 9.0260E-02,-3.4079E-02, 4.5006E-02
2019-02-03 20:30,-----------,-----------,-1.4430E+00, 1.0589E+01,-----------, 6.4595E+00, 1.2084E+00, 2.5482E-01,-----------, 3.4317E-01, 4.5976E-02, 1.6248E-01,-----------, 8.2054E-02, 4.3816E-02,-3.4429E-01
2019-02-06 19:10, 1.1787E-01,-1.1199E+00, 2.5454E+00, 1.0771E+01, 1.6264E+01, 7.4262E+00, 1.4318E+00, 3.4571E-01, 3.3172E-01,-7.3545E-02, 2.2407E-01, 1.7663E-01, 1.1079E-02, 1.2855E-01, 2.0691E-02,-1.0351E-01
2019-02-08 20:10,-7.1457E-01, 6.8436E-01, 2.3664E-01, 9.6201E+00, 1.5414E+01, 7.9685E+00, 1.3949E+00, 2.4854E-01, 1.8672E-01, 2.6342E-01,-3.5926E-02, 2.6978E-01, 1.4234E-01, 1.3539E-01, 7.6217E-02, 3.9380E-01
2019-02-13 19:50,-1.8694E-01, 3.1384E+00, 1.6791E+00, 1.0373E+01, 1.5275E+01, 8.1952E+00, 1.4544E+00, 3.5693E-01, 2.0266E-01, 2.9859E-01,-3.4364E-02, 3.2286E-01, 1.6153E-02, 1.2582E-01, 4.1382E-02,-1.5077E-01
2019-02-18 19:30,-4.0664E+00,-2.9033E-01,-3.4748E-01, 6.0923E+00, 1.5750E+01, 7.9330E+00, 1.3837E+00, 2.8218E-01, 1.9288E-01, 2.7323E-01, 2.0278E-02,-----------, 3.9062E-01, 1.1471E-02,-8.1851E-02, 4.4331E-01
2019-02-24 18:00,-1.9301E+00,-2.2812E+00, 1.2643E+00, 3.4530E+00, 1.4776E+01, 8.3161E+00, 1.3949E+00,-----------,-----------,-----------,-----------,-----------,-----------, 1.2361E-01,-----------,-----------
2019-03-01 17:40, 1.0092E+00, 1.4931E+00,-1.3067E+00, 5.9646E+00, 1.5839E+01, 6.9209E+00, 1.3878E+00, 3.0834E-01, 2.1209E-01, 1.2564E-01, 3.9050E-02, 1.5635E-01, 1.0842E-01, 8.0687E-02,-8.1547E-02, 2.7003E-02
2019-03-06 17:20, 5.5987E-01, 2.0047E+00,-3.8096E-01, 1.4210E+00, 1.6087E+01, 6.9868E+00, 1.3849E+00, 3.4011E-01, 1.0930E-01, 1.6275E-01, 6.2480E-02, 1.8088E-01, 1.5091E-01, 1.8325E-01, 6.2661E-02,-1.0576E-01
2019-03-08 18:20, 3.3887E-01, 7.6040E-01,-1.6472E+00, 6.7142E+00, 1.6583E+01, 8.3822E+00, 1.4764E+00, 3.2889E-01, 2.1860E-01, 1.3163E-01, 9.9969E-02, 3.4813E-01, 1.2160E-01, 6.1541E-02, 1.5457E-01, 2.6328E-01
2019-03-13 18:00, 4.5500E+00,-6.5193E-09, 1.7783E+00, 6.0285E+00, 1.5039E+01, 6.8358E+00, 1.2914E+00, 1.9554E-01, 8.1974E-02, 1.2923E-01, 8.1225E-02, 1.8548E-01, 1.0256E-02, 1.7095E-01, 7.4245E-02, 3.2854E-01
2019-03-18 17:40, 3.2487E+00,-1.0922E+00, 2.4388E+00, 6.7142E+00, 1.4486E+01, 8.0030E+00, 1.4290E+00, 2.6162E-01, 3.3360E-01, 2.4052E-01, 2.6554E-02,-----------, 6.7784E-02, 2.2279E-02,-6.6942E-02,-1.2377E-01
2019-03-24 16:10,-6.6300E-01,-3.8020E-01, 1.7242E+00, 3.5868E+00, 1.6299E+01, 7.5251E+00, 1.5121E+00,-----------,-----------,-----------,-----------,-----------,-----------,-3.6924E-02,-----------,-----------
2019-03-29 15:50, 2.2026E+00, 2.4955E+00,-2.9880E+00, 6.6431E-01, 1.4687E+01, 8.0689E+00, 1.4608E+00, 2.2051E-01,-1.4253E-02, 1.8189E-01, 1.5724E-01, 1.2110E-01,-8.7907E-03, 6.8379E-02, 5.1119E-02,-6.9759E-02
2019-04-03 15:30,-1.2302E+00, 3.4563E-02, 1.6789E+00, 3.2541E+00, 1.2752E+01, 6.4287E+00, 1.2625E+00, 2.2238E-01, 1.2524E-01,-1.1710E-01, 8.2787E-02, 1.5542E-01, 1.9633E-01, 1.9685E-01, 4.0165E-02, 4.5006E-02
2019-04-05 16:30,-3.1953E+00,-1.2858E+00, 1.8330E+00, 2.2489E+00, 1.3748E+01, 7.5802E+00, 1.3523E+00, 3.0460E-01, 1.7078E-01, 9.2540E-02, 2.0775E-01, 3.9344E-01, 4.6884E-02, 2.7102E-02, 2.2273E-01, 2.5428E-01
2019-04-08 15:10,-2.6695E+00,-4.9658E+00, 3.9997E-01, 1.2122E+00, 1.1732E+01,-----------, 1.2439E+00, 2.9900E-01, 1.6395E-01, 2.3328E-01, 7.3653E-02,-----------,-8.6037E-02, 1.9132E-01, 2.3612E-01, 6.0758E-02
2019-04-10 16:10, 3.3887E-01,-1.1475E+00, 2.0675E+00, 1.3038E+00, 1.3040E+01, 6.2068E+00, 1.2270E+00, 2.3546E-01, 1.4118E-01, 1.9146E-01, 2.9682E-01, 3.9768E-02, 1.8607E-01, 1.6821E-01, 9.3719E-02, 2.6328E-01
2019-04-15 15:50, 3.5655E+00, 3.7329E-01,-2.2572E+00, 5.4779E+00, 1.3900E+01, 7.2395E+00, 1.2995E+00, 3.1394E-01, 1.7989E-01, 9.9319E-02, 7.0290E-02, 9.8297E-02, 1.2001E-01, 6.8902E-02,-3.8961E-02, 9.4512E-02
2019-04-20 15:30,-----------,-----------,-----------, 1.5449E+00, 1.3267E+01,-----------, 1.2719E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-04-21 14:20,-3.4844E+00,-----------,-2.3013E-01, 2.8917E+00, 1.2379E+01, 5.7509E+00, 1.3946E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2019-04-26 14:00, 1.7680E-01, 1.4931E+00, 9.2270E-01, 3.2327E+00, 1.1375E+01, 6.8140E+00, 1.2936E+00, 2.0743E-01, 8.4251E-02, 4.4275E-02, 3.9050E-02, 9.1233E-02, 1.8021E-01, 1.0941E-02,-3.9720E-02, 4.0505E-02
2019-05-01 13:40, 5.5545E+00,-8.1570E-01,-1.2001E+00, 1.2562E+01, 1.0612E+01, 6.6188E+00, 1.2311E+00, 9.9042E-02, 1.1613E-01, 1.6992E-01, 8.9035E-02, 1.8701E-01, 7.8185E-02, 7.2481E-02, 1.6188E-01,-8.3260E-02
2019-05-06 13:20,-1.9816E+00,-5.8067E-01, 1.0639E-01,-2.5210E+00, 1.0029E+01,-----------, 1.2334E+00, 2.4428E-01, 1.7391E-01, 1.9788E-01, 6.9490E-02,-----------, 1.4751E-01,-----------,-6.8159E-02,-9.4512E-02
2019-05-08 14:20,-1.3273E+00,-1.0784E+00,-1.5019E+00, 3.0658E+00, 1.0116E+01, 6.0421E+00, 1.1608E+00, 2.4106E-01, 2.0721E-01, 4.3078E-02, 9.0597E-02, 6.1314E-03, 2.1740E-01,-2.1881E-02, 1.1965E-01,-1.0801E-01
2019-05-13 14:00,-2.3131E+00,-3.4563E-02,-5.8451E-01, 1.2505E+00, 9.0533E+00, 6.6638E+00, 1.1661E+00, 1.5510E-01, 2.0266E-01, 1.1009E-01, 2.5148E-01, 7.6643E-02,-1.7789E-01, 5.6070E-02, 4.7468E-02, 1.5527E-01
2019-05-18 13:40,-3.2413E-01, 2.2812E-01, 1.4033E+00,-1.6306E+00, 1.0541E+01, 5.4708E+00, 1.1547E+00, 1.3455E-01, 2.7097E-01, 9.6319E-02,-----------,-----------,-1.4093E-01, 2.6114E-01, 1.3933E-01,-1.0126E-01
2019-05-24 12:10,-1.0390E+00, 1.7005E+00,-2.7172E+00, 3.9965E+00, 1.0151E+01, 4.7622E+00, 1.2188E+00, 7.6617E-02, 1.1385E-01, 1.4359E-02,-1.4995E-01,-----------, 1.6849E-01,-1.0315E-01, 4.1795E-02,-2.0928E-01
2019-05-29 11:50, 1.3039E+00,-1.2719E+00,-1.4526E+00, 1.1865E+00, 9.0356E+00, 5.4379E+00, 1.0876E+00, 2.4667E-01, 9.5636E-02, 6.5434E-02, 3.4364E-02, 1.6213E-01,-6.8861E-02, 2.1881E-02, 4.3816E-02,-3.1504E-02
2019-05-31 12:50,-----------,-----------,-2.1281E+00, 2.7745E+00,-----------, 5.5916E+00, 1.1804E+00, 2.3081E-01,-----------, 1.2261E-01, 2.3342E-02, 3.9854E-02,-----------, 1.9391E-02, 3.8040E-03, 1.5977E-01
2019-06-03 11:30,-3.1446E-01,-1.5554E+00,-1.8637E-03, 2.0214E+00, 9.5848E+00, 5.7235E+00, 1.1722E+00, 1.4576E-01, 1.7533E-01, 1.6129E-02,-3.1240E-03, 1.1037E-01, 2.6372E-02, 9.4362E-02, 8.1547E-02, 1.6202E-01
2019-06-05 12:30,-2.2100E+00, 3.6430E+00, 2.1397E+00,-1.3393E+00, 8.0317E+00, 4.8776E+00, 1.1427E+00, 8.7830E-02, 7.2866E-02, 2.0701E-01, 1.5933E-01, 2.4832E-01,-1.6116E-02, 1.6964E-02, 1.0711E-01, 8.5511E-02
2019-06-10 12:10, 1.0667E+00,-1.9563E+00,-2.0654E+00, 9.5206E-01, 9.2649E+00, 5.5093E+00, 1.0849E+00, 3.0273E-01, 5.6926E-02, 1.8308E-01, 1.2184E-01, 1.4715E-01, 1.4510E-01, 1.0725E-01, 3.7731E-02,-8.3260E-02
2019-06-15 11:50,-9.3557E-01, 1.2512E+00,-8.8570E-01,-1.5844E+00, 8.0257E+00, 4.9332E+00, 1.1544E+00,-1.3081E-02, 1.1841E-01, 4.4275E-02, 1.0213E-01,-----------,-2.8360E-01, 2.6435E-01,-8.8850E-02,-8.5511E-02
2019-06-21 10:20, 2.3688E+00,-2.9267E+00, 1.4008E+00,-5.0508E+00, 9.3367E+00, 4.5370E+00, 1.0990E+00, 2.0930E-01, 1.9810E-01, 1.5317E-01,-1.8744E-02,-----------, 1.7761E-01, 6.6471E-02,-1.2955E-01,-4.5231E-01
2019-06-26 10:00, 1.2008E+00, 2.6545E+00, 1.0014E+00, 3.2327E-01, 9.6734E+00, 3.8085E+00, 1.0465E+00, 7.6617E-02, 1.7512E-01, 1.4479E-01, 7.3414E-02, 1.0270E-01, 6.1535E-02, 6.7011E-02,-6.0510E-03, 1.3052E-01
2019-07-01 09:40,-1.7122E+00, 2.8480E+00, 7.4040E-01,-7.9220E-01, 6.4545E+00, 5.4873E+00, 1.1255E+00, 1.4389E-01, 2.5503E-01, 2.3623E-01,-5.3108E-02, 3.6789E-02, 2.3881E-01, 2.8700E-02,-6.0856E-02,-2.6778E-01
2019-07-03 10:40,-1.3628E+00, 8.8483E-01, 1.1796E-01, 1.8473E-01, 6.7855E+00, 6.0036E+00, 1.1107E+00, 1.7379E-01, 5.6926E-02, 1.9499E-01, 7.1852E-02, 1.6219E-01, 3.6628E-02, 8.2054E-02, 1.1198E-01,-8.3260E-02
