# Light curves of Mira in 0.45-13.5 micron measured with images taken by 
# the Himawari-8 meteorological satellite. 
# Last updated on 2024-06-07T01:13:01
# 
# Original paper: 
#   Daisuke Taniguchi, Kazuya Yamazaki, and Shinsuke Uno
#   "The Great Dimming of Betelgeuse seen by the Himawari-8 meteorological satellite"
#   Nature Astronomy, 6, 930 (2022)
#   DOI: 10.1038/s41550-022-01680-5
# 
# Column descriptions: 
#   1st column: Observation date in UTC (accuracy of 10 min). 
#   The others: Spectral irradiance of each band [nW/m^2/micron]. 
# 
#Date (UTC)     ,Band 01    ,Band 02    ,Band 03    ,Band 04    ,Band 05    ,Band 06    ,Band 07    ,Band 08    ,Band 09    ,Band 10    ,Band 11    ,Band 12    ,Band 13    ,Band 14    ,Band 15    ,Band 16    
2017-07-10 10:10, 1.4515E+00,-1.2719E+00, 8.2619E-01, 2.9841E-01, 1.0754E+01, 5.7564E+00, 1.2106E+00, 2.2425E-01, 8.3413E-02, 1.2445E-01, 5.6232E-02, 2.0080E-01,-4.2615E-02,-1.6621E-02,-1.5823E-02, 6.0758E-02
2017-07-15 09:50,-2.5047E+00,-1.0369E-01,-5.7248E-02, 2.3162E+00, 8.3521E+00, 5.2346E+00, 1.1459E+00, 2.6536E-01, 1.6542E-01, 1.3271E-01, 2.1490E-01,-----------, 5.5002E-02, 1.0971E-01, 1.7613E-02, 2.7600E-01
2017-07-21 08:20, 2.0111E+00, 3.2490E+00,-2.8961E+00, 3.5844E+00, 1.1123E+01, 5.2676E+00, 1.1256E+00, 1.8687E-01, 8.9226E-02, 1.0291E-01, 1.5513E-01, 7.8176E-02,-3.6861E-02, 3.8292E-02,-3.5346E-02, 9.2261E-02
2017-07-26 08:00, 2.3161E+00,-1.2166E+00,-5.2974E-01, 2.4749E+00, 7.8840E+00, 5.0275E+00, 1.0877E+00, 6.9330E-02, 1.5939E-01, 1.7949E-02, 2.0201E-01, 2.4526E-02, 2.1225E-01, 1.3402E-01, 8.1813E-03,-2.0703E-01
2017-07-31 07:40,-1.1197E+00,-4.2167E-01, 2.4609E-01,-1.2682E+00, 7.9017E+00, 4.6084E+00, 1.0186E+00, 1.9248E-01, 1.8216E-01, 1.2804E-01, 1.2184E-01, 1.1190E-01, 2.3149E-01,-3.2822E-02,-1.6431E-01,-1.1701E-01
2017-08-02 08:40,-2.9467E-02,-7.6040E-01,-5.9312E-01, 5.3642E-01, 9.5493E+00, 4.5920E+00, 1.0624E+00, 2.8031E-01, 4.3656E-10, 1.3402E-01, 2.0418E-01, 1.5175E-01, 3.2182E-01, 7.9319E-02, 4.3816E-02,-2.3178E-01
2017-08-07 08:20,-7.7350E-01, 2.4609E+00,-2.5265E+00, 3.4708E+00, 6.5198E+00, 5.2220E+00, 1.0288E+00, 1.5973E-01, 1.6167E-01,-1.3295E-02, 9.0309E-02, 2.6059E-02, 1.0087E-02, 9.0260E-02, 1.0102E-01, 1.5527E-01
2017-08-12 08:00, 1.1787E+00,-2.9586E+00,-2.5541E+00,-7.1049E-02, 8.1497E+00, 4.1525E+00, 1.0120E+00, 1.4950E-01,-----------,-----------,-----------,-----------, 3.2450E-01, 1.2067E-01,-----------,-----------
2017-08-18 06:30, 1.1492E+00, 9.4704E-01,-1.3684E+00, 1.5880E+00, 7.3170E+00, 4.4109E+00, 9.8803E-01, 1.9622E-01, 1.3207E-01,-2.6914E-02, 7.3895E-02,-----------,-1.5058E-01, 6.1659E-02,-9.2029E-02,-1.5527E-01
2017-08-23 06:10, 2.0669E+00,-1.7261E+00, 4.9716E-01,-3.6072E+00, 7.5473E+00, 4.2395E+00, 9.5943E-01, 3.1021E-01, 1.5133E-01, 1.7830E-01, 7.8101E-02, 9.9636E-02, 1.9410E-01,-6.7011E-02, 2.2518E-02, 1.4177E-01
2017-08-28 05:50, 2.3993E+00,-9.1248E-01, 1.5229E+00,-9.2364E-02, 6.6542E+00, 3.9164E+00, 9.5513E-01, 1.4065E-01, 2.5048E-01, 2.7302E-03, 7.3414E-02, 5.9781E-02, 4.8201E-02, 1.1557E-01,-1.8547E-01, 2.1603E-01
2017-08-30 06:50, 4.1769E+00, 1.0300E+00, 1.2519E+00, 2.5091E+00, 6.4489E+00, 4.2404E+00, 1.0264E+00, 1.2147E-01, 1.2524E-01, 6.4617E-02, 1.4058E-01, 4.2011E-03, 2.0512E-02, 1.8189E-01, 2.0083E-01,-2.2053E-01
2017-09-04 06:30,-3.4333E+00, 1.1129E+00,-3.3695E-01, 2.8420E-02, 5.4745E+00, 4.7637E+00, 9.0143E-01, 1.2147E-01, 1.9583E-01, 1.3163E-01, 6.4042E-02, 1.5636E-01, 1.3772E-01, 1.5043E-02, 5.7205E-02,-1.1251E-01
2017-09-09 06:10,-2.1363E-01,-8.8483E-01, 3.1047E+00, 6.2523E-01, 5.9351E+00, 3.9878E+00, 9.0654E-01, 2.1117E-01, 3.5109E-01, 6.0464E-02, 1.7778E-01,-----------, 2.0116E-01,-6.9129E-04,-2.1662E-02,-1.2827E-01
2017-09-11 04:50,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2017-09-15 04:40,-4.5204E-01, 1.3687E+00,-1.0750E+00,-1.5489E+00, 5.6162E+00, 3.4659E+00, 8.7733E-01, 1.2334E-01, 1.9205E-01, 1.3051E-01,-7.3477E-02,-----------, 9.3075E-02,-3.5919E-02,-3.0996E-02, 3.8255E-02
2017-09-20 04:20, 1.1197E+00,-3.0416E-01,-9.3157E-01,-4.4335E+00, 5.9174E+00, 3.3020E+00, 8.6346E-01, 7.4749E-02,-1.3662E-02, 3.5898E-02,-2.9426E-01, 1.7308E-01, 1.5326E-01, 1.6411E-02,-6.4783E-02,-2.1603E-01
2017-09-25 04:00, 8.3391E+00, 1.5277E+00,-1.1545E-01, 1.9716E+00, 5.8288E+00, 4.0377E+00, 8.4304E-01, 2.2612E-01, 2.7806E-02, 1.9146E-01,-9.3721E-03, 1.6149E-01,-1.3622E-02,-8.8892E-02, 8.5199E-03,-1.2152E-01
2017-09-27 05:00,-1.4807E+00, 1.3756E+00, 1.3868E+00, 2.0142E+00, 5.0316E+00, 3.5228E+00, 9.4493E-01, 2.1490E-01, 1.2068E-01, 9.5729E-03,-7.1852E-02, 7.2044E-02, 2.2963E-02, 6.8379E-03, 5.4771E-02, 1.7777E-01
2017-09-30 03:40,-3.0203E-01, 7.6731E-01,-2.4719E+00,-1.3535E+00, 7.4410E+00,-----------, 9.8096E-01, 2.9273E-02, 1.4118E-01, 1.4991E-01, 1.2496E-01, 2.4526E-03,-1.6918E-01, 6.9841E-03,-9.9686E-02, 2.1603E-01
2017-10-02 04:40,-2.8939E+00, 1.0093E+00,-2.8123E+00,-1.9858E+00, 4.8367E+00, 3.4714E+00, 8.9288E-01, 1.5884E-01, 1.1412E-01, 3.4702E-02, 1.9525E-01, 7.3577E-02, 1.8595E-01, 1.6411E-02, 9.2501E-02, 1.8227E-01
2017-10-07 04:20,-9.3557E-01,-2.9033E-01,-1.0613E+00,-1.2576E+00, 6.8210E+00, 4.6202E+00, 8.6644E-01, 1.1960E-01,-1.8524E-03, 2.0067E-01, 6.2762E-02,-----------,-1.3641E-01, 1.0325E-01,-1.6791E-01,-2.7678E-01
2017-10-13 02:50,-3.1677E+00,-1.5070E+00, 2.2057E-01,-1.0409E+00, 6.1832E+00, 4.1855E+00, 8.3971E-01,-----------,-----------,-----------,-----------,-----------,-----------, 4.7558E-03,-----------,-----------
2017-10-18 02:30,-2.2473E+00,-1.2758E+00,-1.5731E+00, 3.1333E+00, 7.2462E+00, 2.7903E+00, 8.6850E-01, 1.9248E-01, 7.2866E-02,-3.5429E-02, 1.7182E-02,-1.2376E-01, 3.9943E-02, 1.2036E-01,-1.4342E-01,-1.1476E-01
2017-10-23 02:10,-2.2419E+00, 1.8319E+00,-2.1001E-01, 3.2754E+00, 5.7524E+00, 4.1800E+00, 9.0716E-01, 8.7830E-02, 1.9583E-01, 1.1248E-01, 4.5298E-02, 1.5482E-01, 1.0238E-01, 1.2171E-01,-5.3553E-02, 1.1926E-01
2017-10-25 03:10,-6.9247E-01,-1.3825E-02,-1.0757E+00,-6.5365E-01, 5.8558E+00, 4.0152E+00, 8.1028E-01, 2.1864E-01, 2.3454E-01, 1.9146E-02, 9.6845E-02, 2.4526E-02, 2.8664E-01, 1.7231E-01, 1.4971E-01, 1.2152E-01
2017-10-28 01:50,-2.6028E+00,-1.7282E-01,-2.0928E+00,-2.9612E+00, 6.4312E+00, 3.7037E+00, 8.4985E-01, 1.3829E-01, 1.2979E-01, 1.1903E-01, 1.6730E-02, 5.3279E-02, 5.6131E-03,-1.4443E-01, 6.0856E-03,-2.6103E-01
2017-10-30 02:50,-3.8970E+00, 3.5255E-01, 2.5828E-01,-7.2470E-01, 6.7600E+00, 3.4659E+00, 8.9363E-01, 1.9808E-01, 8.6528E-02, 5.5044E-02, 2.3586E-01, 6.1314E-02,-1.5823E-01, 9.0260E-02, 4.9902E-02,-7.8760E-02
2017-11-04 02:30, 8.1033E-01,-3.4080E+00,-2.3788E+00, 5.7905E-01, 6.0591E+00, 3.9438E+00, 8.6312E-01, 1.6071E-01, 4.0898E-02, 1.1424E-01, 6.7166E-02, 6.8926E-03, 7.1677E-02, 2.5426E-02,-1.9474E-02,-1.9802E-01
2017-11-09 02:10,-----------,-----------,-----------, 3.9752E+00, 7.7746E+00, 3.6688E+00, 9.1210E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2017-11-10 01:00,-----------,-----------,-----------,-3.1404E+00,-----------,-----------, 8.1012E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2017-11-15 00:40, 3.1720E+00, 1.3618E+00, 9.7487E-01, 2.1528E+00, 5.9528E+00, 4.9472E+00, 9.6372E-01, 2.7657E-01, 4.8066E-02, 1.2205E-01,-2.5800E-03,-----------,-1.2655E-01, 2.1734E-02, 2.1780E-01, 6.3517E-02
2017-11-20 00:20, 2.5563E+00,-7.7422E-01,-1.7621E+00, 9.2719E-01, 7.7202E+00, 4.2624E+00, 8.5115E-01, 1.4763E-01, 1.1385E-01, 3.5898E-02,-8.7473E-02,-5.2117E-02, 3.7321E-01, 1.9967E-01, 1.3031E-01, 4.0280E-01
2017-11-25 00:00,-5.0084E+00, 3.2490E-01, 1.4694E+00, 2.1137E+00, 8.8761E+00, 4.1992E+00, 9.4406E-01, 2.2425E-01, 1.2524E-01, 1.0052E-01, 6.0918E-02, 1.0577E-01, 3.0776E-01,-2.1284E-02, 1.0467E-01,-2.7228E-01
2017-11-27 01:00,-4.0218E+00, 1.1199E+00,-2.3778E+00, 5.6662E+00, 8.6635E+00, 2.9936E+00, 9.4314E-01, 2.3546E-01, 1.6850E-01, 5.1454E-02, 1.4058E-01, 5.8249E-02, 1.3143E-01,-1.6411E-02, 1.1076E-01,-1.0351E-01
2017-12-02 00:40,-1.6943E+00, 1.6452E+00,-1.9537E+00, 3.8473E+00, 8.6635E+00, 4.6916E+00, 1.0386E+00, 2.2612E-01, 2.6911E-01, 1.5197E-01, 2.2024E-01, 2.4691E-01,-8.1488E-02, 1.2308E-02, 2.6777E-02,-1.6202E-01
2017-12-07 00:20,-3.0130E+00,-2.7167E+00, 3.2370E-01, 2.3766E+00, 6.3521E+00, 3.8175E+00, 8.5611E-01, 1.9995E-01,-----------,-----------,-----------,-----------, 3.1770E-01, 7.5061E-02,-----------,-----------
2017-12-07 23:10,-----------,-----------,-----------, 8.1067E+00,-----------,-----------, 9.1771E-01,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2017-12-12 22:50, 2.2100E+00,-2.6268E-01, 1.0538E+00, 1.2238E+01, 8.7552E+00, 4.7194E+00, 9.8250E-01, 1.7940E-01, 8.1974E-02, 2.3897E-01, 1.5228E-01,-----------, 3.7849E-01,-3.4369E-02, 6.5883E-02,-1.6273E-01
2017-12-17 22:30,-2.8067E+00, 3.0554E+00, 2.3299E+00, 9.8190E+00, 1.1392E+01, 3.9218E+00, 9.3852E-01, 2.5975E-01, 5.2372E-02, 6.2224E-02, 6.9892E-02, 5.8249E-02, 1.3497E-01, 6.0173E-02, 1.5823E-02, 4.7256E-02
2017-12-22 22:10,-3.2708E+00, 4.9357E+00, 4.8668E+00, 1.5038E+01, 1.0878E+01, 4.9596E+00, 9.9972E-01, 1.8874E-01, 3.3245E-01, 3.4555E-01, 3.1240E-01, 2.1920E-01, 1.7464E-01, 2.4088E-01, 1.5823E-02, 2.7003E-02
2017-12-23 23:20,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2017-12-24 23:10, 3.0489E+00,-2.1027E-01, 2.7460E+00, 1.1879E+01, 1.0949E+01, 4.4382E+00, 1.0500E+00, 2.7470E-01, 2.3454E-01, 1.5329E-01, 1.5464E-01, 1.6861E-01, 2.8863E-01, 1.1077E-01,-7.3027E-03,-1.1251E-01
2017-12-27 21:50, 2.1627E+00, 6.9127E-02, 3.3140E-01,-----------, 1.1696E+01,-----------, 1.0902E+00, 2.9751E-01, 1.4108E-01, 6.1267E-02,-----------,-----------,-----------,-----------, 1.5214E-01,-1.8002E-02
2017-12-29 22:50,-5.4958E+00,-6.0140E-01, 4.5053E+00, 1.9780E+01, 1.1073E+01, 5.8553E+00, 1.0747E+00, 2.9526E-01, 1.1385E-01, 1.0052E-01, 8.9035E-02, 3.2803E-01, 2.4055E-01, 8.3799E-02, 1.5823E-02,-2.2503E-02
2018-01-03 22:30,-1.9890E-01, 1.3825E-02,-7.1175E-02, 1.8963E+01, 1.2696E+01, 4.8007E+00, 1.1175E+00, 3.2370E-01,-9.8987E-02, 1.7351E-01, 2.2604E-01,-----------,-2.0367E-02, 1.3812E-01, 4.7468E-02, 5.6257E-02
2018-01-08 22:10,-----------,-----------,-----------,-----------,-----------,-----------, 1.0055E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-01-09 21:00,-2.8435E+00, 1.9563E+00, 4.4920E+00, 1.7326E+01, 1.3387E+01, 5.5752E+00, 1.1152E+00,-----------,-----------,-----------,-----------,-----------,-----------, 4.4305E-02,-----------,-----------
2018-01-14 20:40, 4.6778E+00,-8.0187E-01, 3.8377E+00, 1.2714E+01, 1.2455E+01, 5.3415E+00, 1.2177E+00, 1.9808E-01, 3.0740E-01, 2.2932E-01, 2.0462E-01, 9.4539E-02, 3.9851E-01, 1.3676E-03, 6.0856E-03, 4.7256E-02
2018-01-19 20:20, 2.6225E+00, 2.2190E+00, 3.4184E+00, 1.6661E+01, 1.4292E+01, 6.2362E+00, 9.9734E-01, 3.7188E-01, 2.1860E-01, 2.0701E-01, 1.8119E-01, 2.2073E-01,-2.0717E-01, 1.2308E-01, 1.2536E-01, 3.7580E-01
2018-01-21 21:20, 1.7017E+00, 1.8042E+00, 1.2961E+00, 1.7361E+01, 1.2809E+01, 6.2673E+00, 1.1729E+00, 2.4033E-01, 1.8672E-01, 2.8001E-01, 1.9369E-01, 2.5292E-01, 1.7435E-01,-1.0941E-02,-3.6514E-02, 8.5511E-02
2018-01-24 20:00, 1.2302E+00, 2.5923E+00, 3.1709E+00, 1.9898E+01, 1.2484E+01,-----------, 1.1667E+00, 5.1950E-01, 1.4801E-01, 1.8965E-01, 1.5820E-01,-----------, 3.1768E-01, 7.1781E-02,-2.3125E-02, 2.0253E-02
2018-01-26 21:00,-1.0829E+00, 1.7074E+00, 2.5151E+00, 1.7702E+01, 1.4386E+01, 6.5785E+00, 1.2070E+00, 2.8778E-01, 2.2315E-01, 1.0171E-01, 9.0597E-02, 1.5329E-01, 3.5171E-01, 1.5180E-01,-3.8948E-02,-2.6103E-01
2018-01-31 20:40,-1.3186E+00, 1.3272E+00, 1.7215E-01, 1.6704E+01, 1.6335E+01, 6.5388E+00, 1.1691E+00, 2.3733E-01, 2.1860E-01, 2.6804E-01, 6.4042E-02,-----------,-2.7999E-02, 5.8806E-02, 9.7370E-02, 6.3008E-02
2018-02-05 20:20, 4.2441E+00,-1.6176E+00, 1.1183E+00, 2.2349E+01, 1.3721E+01, 7.3223E+00, 1.2460E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-02-06 19:10,-----------,-----------,-----------, 8.3803E+00, 1.2242E+01, 7.7668E+00, 1.2060E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-02-11 18:50,-2.0774E+00, 4.2375E+00, 1.9998E+00, 1.6695E+01, 1.3872E+01, 7.3958E+00, 1.2688E+00, 2.4106E-01, 1.7163E-01, 2.1243E-01, 1.2984E-01,-----------,-3.6996E-02, 1.2393E-01, 2.3637E-01, 2.5848E-01
2018-02-16 18:30,-8.5453E-01, 1.1337E+00, 2.9887E+00, 1.5628E+01, 1.8231E+01, 6.9758E+00, 1.2869E+00, 3.6066E-01, 1.7306E-01, 1.3641E-01, 4.9984E-02, 3.0810E-01, 2.5347E-01, 6.5643E-02, 1.3388E-02, 1.2152E-01
2018-02-18 19:30,-1.4218E+00, 3.9420E+00, 7.0799E+00, 2.2174E+01, 1.6700E+01, 7.7866E+00, 1.3671E+00, 2.9339E-01, 3.6214E-01, 1.6513E-01, 5.6262E-02, 2.6672E-01, 1.4776E-01, 9.8465E-02, 1.3875E-01,-7.4259E-02
2018-02-21 18:10,-5.3717E-02, 1.2581E+00, 1.7474E-01, 1.4796E+01, 1.8549E+01, 6.8277E+00, 1.4694E+00, 3.1768E-01, 1.6934E-01, 2.2855E-01, 1.9994E-01, 3.7095E-01, 1.7728E-01, 6.5643E-02, 2.0569E-01,-2.2053E-01
2018-02-23 19:10,-9.5268E-01, 5.1085E+00, 4.4460E+00, 1.8324E+01, 1.7522E+01, 7.7558E+00, 1.3497E+00, 3.0460E-01, 1.3662E-01, 6.9404E-02, 3.1865E-01, 1.9045E-01, 2.9100E-01, 1.1624E-01, 4.8685E-02,-9.0011E-03
2018-02-28 18:50, 3.7570E-01, 3.5946E+00, 2.9472E+00, 1.6508E+01, 1.7433E+01, 7.0511E+00, 1.3186E+00, 2.7266E-01, 7.0899E-02, 1.2325E-01,-3.5926E-02, 1.5022E-01, 1.3326E-01, 2.1430E-01, 1.7809E-01,-3.1504E-02
2018-03-05 18:30,-2.6225E+00,-2.8757E+00,-4.7286E-01, 2.0672E+01, 1.8393E+01, 7.4087E+00, 1.5034E+00,-----------,-----------,-----------,-----------,-----------,-----------,-7.6087E-02,-----------,-----------
2018-03-11 17:00,-1.4218E+00, 1.6936E+00,-1.4961E-01, 1.8725E+01, 1.5978E+01, 8.6456E+00, 1.4422E+00, 2.7283E-01, 3.0942E-01, 2.7431E-01, 2.7329E-01,-----------, 1.6049E-01, 1.2309E-01,-6.0209E-03, 2.9704E-01
2018-03-16 16:40, 3.3224E+00, 2.7996E+00, 1.1843E+00, 9.7338E+00, 1.8149E+01, 7.1681E+00, 1.4930E+00, 3.4945E-01, 1.4675E-01, 1.3282E-01, 5.7794E-02, 2.5054E-01, 9.8163E-02, 1.3129E-01, 8.7633E-02,-4.9506E-02
2018-03-18 17:40,-----------,-----------, 1.8302E+00, 1.1003E+01,-----------, 7.2999E+00, 1.5248E+00, 2.5955E-01,-1.1026E-02, 1.5479E-01, 1.2027E-01, 5.5183E-02, 3.9737E-03, 7.3831E-02, 4.5034E-02, 1.1251E-02
2018-03-21 16:20,-2.4310E-01,-3.4563E-02,-4.8311E-01, 1.6129E+01, 1.9028E+01, 7.9666E+00, 1.5323E+00, 2.5228E-01, 3.2790E-01, 2.2496E-01, 1.2965E-01, 2.6825E-01, 6.6034E-02, 2.1608E-01, 6.0856E-02,-3.2629E-01
2018-03-23 17:20, 3.2266E+00, 3.1937E+00, 2.5107E+00, 1.1446E+01, 1.7610E+01, 8.4869E+00, 1.4905E+00, 3.5132E-01, 9.7913E-02, 1.0889E-01, 2.3274E-01, 1.8241E-01, 2.5786E-01, 1.0257E-01, 1.9474E-02,-1.9127E-01
2018-03-28 17:00, 2.7257E-01,-5.7375E-01, 2.3793E+00, 9.7444E+00, 1.7396E+01, 7.1339E+00, 1.4315E+00, 2.1607E-01, 2.3681E-01, 2.0223E-01, 2.5305E-01, 2.3401E-01, 2.1464E-01, 9.5636E-02, 1.0224E-01,-3.1504E-02
2018-04-02 16:40,-5.4250E+00,-4.2167E-01, 1.5783E-01, 7.9113E+00, 1.6973E+01, 6.4760E+00, 1.3085E+00, 1.0196E-01, 3.1118E-01, 1.3043E-01, 1.5701E-02,-----------, 2.2571E-01, 1.0005E-01, 2.6155E-01,-6.7508E-02
2018-04-08 15:10,-1.2393E-01,-1.1613E+00, 8.0949E-01, 6.3239E+00, 1.8514E+01, 7.6624E+00, 1.4158E+00, 1.8687E-01,-----------,-----------,-----------,-----------, 4.5030E-03, 1.8160E-01,-----------,-----------
2018-04-13 14:50,-2.3352E+00, 2.6890E+00, 1.9213E+00, 6.9628E+00, 1.8372E+01, 7.1571E+00, 1.4185E+00, 2.9078E-01, 1.7362E-01, 2.2018E-01, 1.4839E-01, 1.3796E-01, 1.5970E-01, 9.9034E-02, 7.7031E-02, 2.0253E-01
2018-04-18 14:30,-3.5876E+00,-1.5208E-01,-3.7953E-01, 2.0826E+00, 1.4191E+01, 7.0308E+00, 1.2247E+00, 1.7940E-01, 2.8235E-01, 6.2934E-02, 2.9678E-02, 1.5290E-01, 2.2856E-01, 3.1454E-02,-4.8685E-03, 8.5511E-02
2018-04-20 15:30,-1.4070E+00, 2.7651E+00,-2.5614E+00, 6.5472E+00, 1.5674E+01, 6.3733E+00, 1.4057E+00, 3.3404E-01, 1.7761E-01, 1.0171E-01, 1.6089E-01, 1.6708E-01, 4.0500E-02, 1.0120E-01, 8.5199E-02, 3.0829E-01
2018-04-23 14:10, 2.2247E+00,-2.5577E+00, 1.4952E+00, 2.9006E+00, 1.4794E+01,-----------, 1.3247E+00, 2.4069E-01, 2.6641E-01, 1.1162E-01, 2.1304E-01,-----------, 1.9965E-01, 5.0327E-02, 7.0593E-02, 1.1026E-01
2018-04-25 15:10, 9.0610E-01,-5.1845E-01, 2.1422E+00, 2.8424E+00, 1.5449E+01, 6.5474E+00, 1.3966E+00, 2.9191E-01, 1.9703E-01, 1.8787E-01,-7.8101E-03, 6.2847E-02,-2.9132E-02, 1.3676E-03, 2.8932E-01, 1.0801E-01
2018-04-30 14:50,-1.7017E+00, 3.1798E-01,-2.7606E+00, 5.3749E+00, 1.4230E+01, 6.9868E+00, 1.3116E+00, 1.9808E-01, 2.8235E-01, 9.5729E-02,-2.3430E-02, 3.0247E-01,-3.6308E-02, 1.3360E-01,-4.5034E-02, 1.4627E-01
2018-05-05 14:30,-8.7663E-01, 1.9770E+00, 1.3482E+00, 5.0628E+00, 1.0204E+01, 7.4812E+00, 1.2208E+00,-----------,-----------,-----------,-----------,-----------,-----------, 1.0472E-03,-----------,-----------
2018-05-06 13:20,-----------,-----------,-----------, 3.5027E+00,-----------,-----------, 1.2191E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-05-11 13:00, 3.0203E-01,-1.2097E+00, 2.7670E+00, 5.0907E+00, 1.3482E+01, 6.6456E+00, 1.1372E+00, 2.3172E-01, 2.3226E-01, 1.6633E-01, 2.8116E-02, 6.2847E-02, 1.9813E-01, 1.2992E-01, 1.3509E-01,-1.1251E-02
2018-05-16 12:40, 2.0037E+00,-1.5554E+00,-3.5319E-01, 3.8296E+00, 1.4280E+01, 6.0860E+00, 1.2248E+00, 1.0973E-01, 8.6528E-02, 1.1128E-01, 1.2965E-01, 7.5110E-02,-1.2052E-01,-2.5984E-02, 1.0224E-01, 3.3754E-02
2018-05-18 13:40, 2.1879E+00,-4.3757E+00,-1.7982E-01, 8.6581E+00, 1.3855E+01, 6.0685E+00, 1.3616E+00, 3.6440E-01, 9.7913E-02, 1.6394E-01,-6.2480E-02, 5.8249E-02,-4.9814E-02, 1.1761E-01, 1.0467E-01, 1.2152E-01
2018-05-21 12:20,-3.5890E+00, 2.7651E+00, 2.1444E+00, 4.4788E-01, 1.3057E+01,-----------, 1.2129E+00, 4.1981E-01, 1.9979E-01, 1.5470E-01, 5.7408E-02,-----------, 8.7290E-02,-----------,-3.0428E-02, 1.9127E-01
2018-05-23 13:20,-1.8343E+00, 1.2235E+00,-2.9049E+00, 1.7940E+00, 1.2157E+01, 6.2288E+00, 1.1984E+00, 2.4986E-01, 1.6622E-01, 1.6169E-01, 1.6832E-01, 7.4339E-02, 1.1563E-01,-4.1027E-03, 4.9902E-02, 1.3916E-01
2018-05-28 13:00,-2.6913E-01,-7.0510E-01, 2.8039E+00, 4.5685E+00, 1.2207E+01, 6.6792E+00, 1.3697E+00, 2.7470E-01, 2.2998E-01, 1.9265E-01, 4.5298E-02, 2.0887E-01, 9.0061E-02, 4.9539E-02,-1.0316E-02,-9.2261E-02
2018-06-02 12:40,-3.6686E+00,-1.2443E-01,-7.7309E-01, 2.3482E+00, 1.0116E+01, 6.3991E+00, 1.3017E+00, 1.8127E-01,-----------,-----------,-----------,-----------, 9.1646E-02, 1.4579E-01,-----------,-----------
2018-06-03 11:30,-----------,-----------,-----------,-----------,-----------,-----------, 1.2442E+00,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
2018-06-08 11:10,-3.6097E-01, 2.8342E-01, 2.6457E+00, 3.6022E+00, 9.2304E+00, 5.2676E+00, 1.1181E+00, 1.6071E-01, 1.6234E-01, 2.5129E-02,-4.9984E-02, 1.7475E-01, 2.9302E-03, 1.5928E-01, 3.5600E-02, 8.3260E-02
2018-06-13 10:50,-4.6999E+00,-2.5439E+00, 2.9732E+00, 5.0090E-01, 1.0205E+01, 5.6521E+00, 1.2488E+00, 1.1773E-01, 3.1196E-01, 1.3585E-01, 2.1868E-02, 1.4811E-01, 1.2454E-01,-7.3849E-02, 1.7283E-01, 2.4753E-02
2018-06-18 10:30,-4.3914E-01,-7.6040E-01, 8.9452E-01, 3.1120E+00, 1.0134E+01, 5.4573E+00, 1.0354E+00, 2.4027E-01, 2.2771E-01, 1.4000E-01,-6.2480E-03, 2.2533E-01, 9.5233E-02, 1.0941E-01, 8.0330E-02,-1.3952E-01
2018-06-20 11:30,-2.3573E+00,-2.7858E+00,-1.5003E+00, 4.4335E+00, 8.7521E+00, 5.6740E+00, 1.0991E+00, 1.3081E-01, 1.5484E-01, 4.1881E-02, 1.4995E-01, 4.4453E-02, 1.7142E-01, 2.3249E-02, 1.1441E-01,-1.3952E-01
2018-06-25 11:10, 3.5655E+00, 5.8067E-01,-2.8314E+00,-3.0977E+00, 8.0852E+00, 5.9047E+00, 1.1799E+00, 1.7192E-01, 1.0930E-01, 1.1037E-02, 3.1240E-02,-4.2659E-02, 4.4597E-02,-1.0257E-01,-1.3388E-01,-9.2261E-02
2018-06-30 10:50,-1.3260E-01, 7.1892E-01, 2.6774E+00,-4.9379E-01, 7.7245E+00, 5.2841E+00, 1.1529E+00, 2.1303E-01, 1.8617E-01, 1.8150E-01, 1.5424E-01,-----------, 4.6296E-03, 9.6215E-02, 2.7149E-01, 6.7283E-01
2018-07-06 09:20,-1.3776E+00,-4.1753E+00,-1.8666E+00, 1.0756E+00, 8.0966E+00, 4.7897E+00, 1.1248E+00, 1.8874E-01, 1.2068E-01, 2.9915E-02, 1.6729E-01,-----------,-4.7597E-02,-6.9421E-02, 7.2863E-02, 3.0779E-01
2018-07-11 09:00,-2.2247E+00,-1.9494E+00, 2.3945E+00, 4.6182E-02, 7.1178E+00, 5.0968E+00, 1.0714E+00, 1.0278E-01, 4.5541E-02, 3.9488E-02, 4.2620E-02, 1.9467E-01,-3.5163E-02, 8.8892E-02, 8.6416E-02,-2.6328E-01
